study_id,participant,age_in_years,sex,species,session,trial,trial_type,safe_choice,side
heilbronner2008fruit,robert,30,m,chimpanzee,2,4,c,0.0,r
heilbronner2008fruit,robert,30,m,chimpanzee,2,5,f,,l
heilbronner2008fruit,robert,30,m,chimpanzee,2,6,c,1.0,l
heilbronner2008fruit,robert,30,m,chimpanzee,2,7,c,0.0,r
heilbronner2008fruit,robert,30,m,chimpanzee,2,8,c,1.0,r
heilbronner2008fruit,robert,30,m,chimpanzee,2,9,c,0.0,l
heilbronner2008fruit,robert,30,m,chimpanzee,2,10,n,,l
heilbronner2008fruit,robert,30,m,chimpanzee,2,11,c,0.0,l
heilbronner2008fruit,robert,30,m,chimpanzee,2,12,n,,l
heilbronner2008fruit,robert,30,m,chimpanzee,2,13,n,,r
heilbronner2008fruit,robert,30,m,chimpanzee,2,14,c,0.0,l
heilbronner2008fruit,robert,30,m,chimpanzee,2,15,f,,r
heilbronner2008fruit,robert,30,m,chimpanzee,2,16,n,,r
heilbronner2008fruit,robert,30,m,chimpanzee,2,17,c,1.0,l
heilbronner2008fruit,robert,30,m,chimpanzee,2,18,n,,l
heilbronner2008fruit,robert,30,m,chimpanzee,2,19,f,,r
heilbronner2008fruit,robert,30,m,chimpanzee,2,20,c,0.0,r
heilbronner2008fruit,robert,30,m,chimpanzee,2,21,n,,r
heilbronner2008fruit,robert,30,m,chimpanzee,2,22,c,0.0,l
heilbronner2008fruit,robert,30,m,chimpanzee,3,1,c,1.0,l
heilbronner2008fruit,robert,30,m,chimpanzee,3,2,c,1.0,r
heilbronner2008fruit,robert,30,m,chimpanzee,3,3,c,1.0,l
heilbronner2008fruit,robert,30,m,chimpanzee,3,4,n,,l
heilbronner2008fruit,robert,30,m,chimpanzee,3,5,n,,r
heilbronner2008fruit,robert,30,m,chimpanzee,3,6,c,1.0,r
heilbronner2008fruit,robert,30,m,chimpanzee,3,7,n,,r
heilbronner2008fruit,robert,30,m,chimpanzee,3,8,c,0.0,l
heilbronner2008fruit,robert,30,m,chimpanzee,3,9,n,,l
heilbronner2008fruit,robert,30,m,chimpanzee,3,10,n,,r
heilbronner2008fruit,robert,30,m,chimpanzee,3,11,n,,l
heilbronner2008fruit,robert,30,m,chimpanzee,3,12,c,0.0,r
heilbronner2008fruit,robert,30,m,chimpanzee,3,13,c,1.0,l
heilbronner2008fruit,robert,30,m,chimpanzee,3,14,f,,l
heilbronner2008fruit,robert,30,m,chimpanzee,3,15,n,,l
heilbronner2008fruit,robert,30,m,chimpanzee,3,16,n,,r
heilbronner2008fruit,robert,30,m,chimpanzee,3,17,f,,r
heilbronner2008fruit,robert,30,m,chimpanzee,3,18,c,1.0,l
heilbronner2008fruit,robert,30,m,chimpanzee,3,19,n,,r
heilbronner2008fruit,robert,30,m,chimpanzee,3,20,c,1.0,l
heilbronner2008fruit,robert,30,m,chimpanzee,3,21,n,,l
heilbronner2008fruit,robert,30,m,chimpanzee,3,22,f,,r
heilbronner2008fruit,robert,30,m,chimpanzee,4,1,n,,l
heilbronner2008fruit,robert,30,m,chimpanzee,4,2,f,,r
heilbronner2008fruit,robert,30,m,chimpanzee,4,3,n,,l
heilbronner2008fruit,robert,30,m,chimpanzee,4,4,n,,l
heilbronner2008fruit,robert,30,m,chimpanzee,4,5,f,,r
heilbronner2008fruit,robert,30,m,chimpanzee,4,6,c,1.0,r
heilbronner2008fruit,robert,30,m,chimpanzee,4,7,n,,r
heilbronner2008fruit,robert,30,m,chimpanzee,4,8,f,,l
heilbronner2008fruit,robert,30,m,chimpanzee,4,9,c,,r
heilbronner2008fruit,robert,30,m,chimpanzee,4,10,c,1.0,r
heilbronner2008fruit,robert,30,m,chimpanzee,4,11,n,,r
heilbronner2008fruit,robert,30,m,chimpanzee,4,12,c,0.0,r
heilbronner2008fruit,robert,30,m,chimpanzee,4,13,n,0.0,l
heilbronner2008fruit,robert,30,m,chimpanzee,4,14,c,0.0,l
heilbronner2008fruit,robert,30,m,chimpanzee,4,15,c,1.0,r
heilbronner2008fruit,robert,30,m,chimpanzee,4,16,n,,l
heilbronner2008fruit,robert,30,m,chimpanzee,4,17,n,,r
heilbronner2008fruit,robert,30,m,chimpanzee,4,18,c,1.0,l
heilbronner2008fruit,robert,30,m,chimpanzee,4,19,c,0.0,l
heilbronner2008fruit,robert,30,m,chimpanzee,4,20,f,,l
heilbronner2008fruit,robert,30,m,chimpanzee,4,21,c,1.0,l
heilbronner2008fruit,robert,30,m,chimpanzee,4,22,c,1.0,r
heilbronner2008fruit,robert,30,m,chimpanzee,5,1,c,1.0,l
heilbronner2008fruit,robert,30,m,chimpanzee,5,2,c,0.0,r
heilbronner2008fruit,robert,30,m,chimpanzee,5,3,n,,r
heilbronner2008fruit,robert,30,m,chimpanzee,5,4,c,0.0,r
heilbronner2008fruit,robert,30,m,chimpanzee,5,5,n,,l
heilbronner2008fruit,robert,30,m,chimpanzee,5,6,c,1.0,l
heilbronner2008fruit,robert,30,m,chimpanzee,5,7,f,,l
heilbronner2008fruit,robert,30,m,chimpanzee,5,8,c,1.0,r
heilbronner2008fruit,robert,30,m,chimpanzee,5,9,n,,r
heilbronner2008fruit,robert,30,m,chimpanzee,5,10,c,0.0,l
heilbronner2008fruit,robert,30,m,chimpanzee,5,11,f,,r
heilbronner2008fruit,robert,30,m,chimpanzee,5,12,n,,r
heilbronner2008fruit,robert,30,m,chimpanzee,5,13,c,0.0,r
heilbronner2008fruit,robert,30,m,chimpanzee,5,14,c,0.0,r
heilbronner2008fruit,robert,30,m,chimpanzee,5,15,n,,l
heilbronner2008fruit,robert,30,m,chimpanzee,5,16,c,0.0,l
heilbronner2008fruit,robert,30,m,chimpanzee,5,17,n,,l
heilbronner2008fruit,robert,30,m,chimpanzee,5,18,f,,l
heilbronner2008fruit,robert,30,m,chimpanzee,5,19,n,,l
heilbronner2008fruit,robert,30,m,chimpanzee,5,20,n,,r
heilbronner2008fruit,robert,30,m,chimpanzee,5,21,f,,r
heilbronner2008fruit,robert,30,m,chimpanzee,5,22,c,0.0,l
heilbronner2008fruit,robert,30,m,chimpanzee,6,1,c,0.0,l
heilbronner2008fruit,robert,30,m,chimpanzee,6,2,c,0.0,r
heilbronner2008fruit,robert,30,m,chimpanzee,6,3,n,,l
heilbronner2008fruit,robert,30,m,chimpanzee,6,4,n,,l
heilbronner2008fruit,robert,30,m,chimpanzee,6,5,c,1.0,l
heilbronner2008fruit,robert,30,m,chimpanzee,6,6,f,,l
heilbronner2008fruit,robert,30,m,chimpanzee,6,7,c,1.0,l
heilbronner2008fruit,robert,30,m,chimpanzee,6,8,n,,l
heilbronner2008fruit,robert,30,m,chimpanzee,6,9,c,0.0,l
heilbronner2008fruit,robert,30,m,chimpanzee,6,10,c,1.0,l
heilbronner2008fruit,robert,30,m,chimpanzee,6,11,n,,l
heilbronner2008fruit,robert,30,m,chimpanzee,6,12,n,,r
heilbronner2008fruit,robert,30,m,chimpanzee,6,13,f,,r
heilbronner2008fruit,robert,30,m,chimpanzee,6,14,n,,r
heilbronner2008fruit,robert,30,m,chimpanzee,6,15,c,0.0,l
heilbronner2008fruit,robert,30,m,chimpanzee,6,16,f,,l
heilbronner2008fruit,robert,30,m,chimpanzee,6,17,f,,r
heilbronner2008fruit,robert,30,m,chimpanzee,6,18,c,0.0,l
heilbronner2008fruit,robert,30,m,chimpanzee,6,19,n,,r
heilbronner2008fruit,robert,30,m,chimpanzee,6,20,c,0.0,r
heilbronner2008fruit,robert,30,m,chimpanzee,6,21,n,,l
heilbronner2008fruit,robert,30,m,chimpanzee,6,22,c,1.0,r
heilbronner2008fruit,robert,30,m,chimpanzee,1,1,c,1.0,
heilbronner2008fruit,robert,30,m,chimpanzee,1,2,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,1,3,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,1,4,c,1.0,
heilbronner2008fruit,robert,30,m,chimpanzee,1,5,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,1,6,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,1,7,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,1,8,c,1.0,
heilbronner2008fruit,robert,30,m,chimpanzee,1,9,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,1,10,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,1,11,c,1.0,
heilbronner2008fruit,robert,30,m,chimpanzee,1,12,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,1,13,c,1.0,
heilbronner2008fruit,robert,30,m,chimpanzee,1,14,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,1,15,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,1,16,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,1,17,c,1.0,
heilbronner2008fruit,robert,30,m,chimpanzee,1,18,c,1.0,
heilbronner2008fruit,robert,30,m,chimpanzee,1,19,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,1,20,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,2,1,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,2,2,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,2,3,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,2,4,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,2,5,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,2,6,c,1.0,
heilbronner2008fruit,robert,30,m,chimpanzee,2,7,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,2,8,c,1.0,
heilbronner2008fruit,robert,30,m,chimpanzee,2,9,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,2,10,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,2,11,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,2,12,c,1.0,
heilbronner2008fruit,robert,30,m,chimpanzee,2,13,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,2,14,c,1.0,
heilbronner2008fruit,robert,30,m,chimpanzee,2,15,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,2,16,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,2,17,c,1.0,
heilbronner2008fruit,robert,30,m,chimpanzee,2,18,c,1.0,
heilbronner2008fruit,robert,30,m,chimpanzee,2,19,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,2,20,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,3,1,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,3,2,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,3,3,c,1.0,
heilbronner2008fruit,robert,30,m,chimpanzee,3,4,c,1.0,
heilbronner2008fruit,robert,30,m,chimpanzee,3,5,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,3,6,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,3,7,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,3,8,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,3,9,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,3,10,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,3,11,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,3,12,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,3,13,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,3,14,c,1.0,
heilbronner2008fruit,robert,30,m,chimpanzee,3,15,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,3,16,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,3,17,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,3,18,c,0.0,
heilbronner2008fruit,robert,30,m,chimpanzee,3,19,c,1.0,
heilbronner2008fruit,robert,30,m,chimpanzee,3,20,c,0.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,1,1,n,,l
heilbronner2008fruit,sandra,12,f,chimpanzee,1,2,f,,l
heilbronner2008fruit,sandra,12,f,chimpanzee,1,3,c,1.0,r
heilbronner2008fruit,sandra,12,f,chimpanzee,1,4,c,1.0,l
heilbronner2008fruit,sandra,12,f,chimpanzee,1,5,f,,r
heilbronner2008fruit,sandra,12,f,chimpanzee,1,6,c,1.0,l
heilbronner2008fruit,sandra,12,f,chimpanzee,1,7,n,,r
heilbronner2008fruit,sandra,12,f,chimpanzee,1,8,c,1.0,l
heilbronner2008fruit,sandra,12,f,chimpanzee,1,9,f,,r
heilbronner2008fruit,sandra,12,f,chimpanzee,1,10,n,,l
heilbronner2008fruit,sandra,12,f,chimpanzee,1,11,c,1.0,r
heilbronner2008fruit,sandra,12,f,chimpanzee,1,12,c,1.0,r
heilbronner2008fruit,sandra,12,f,chimpanzee,1,13,n,,l
heilbronner2008fruit,sandra,12,f,chimpanzee,1,14,n,,r
heilbronner2008fruit,sandra,12,f,chimpanzee,1,15,c,1.0,l
heilbronner2008fruit,sandra,12,f,chimpanzee,1,16,f,,l
heilbronner2008fruit,sandra,12,f,chimpanzee,1,17,n,,r
heilbronner2008fruit,sandra,12,f,chimpanzee,1,18,c,0.0,l
heilbronner2008fruit,sandra,12,f,chimpanzee,1,19,n,,l
heilbronner2008fruit,sandra,12,f,chimpanzee,1,20,n,,r
heilbronner2008fruit,sandra,12,f,chimpanzee,1,21,c,1.0,l
heilbronner2008fruit,sandra,12,f,chimpanzee,1,22,c,1.0,r
heilbronner2008fruit,sandra,12,f,chimpanzee,2,1,n,,r
heilbronner2008fruit,sandra,12,f,chimpanzee,2,2,f,,l
heilbronner2008fruit,sandra,12,f,chimpanzee,2,3,f,,r
heilbronner2008fruit,sandra,12,f,chimpanzee,2,4,n,,l
heilbronner2008fruit,sandra,12,f,chimpanzee,2,5,c,1.0,l
heilbronner2008fruit,sandra,12,f,chimpanzee,2,6,n,,r
heilbronner2008fruit,sandra,12,f,chimpanzee,2,7,n,,r
heilbronner2008fruit,sandra,12,f,chimpanzee,2,8,c,0.0,l
heilbronner2008fruit,sandra,12,f,chimpanzee,2,9,n,,l
heilbronner2008fruit,sandra,12,f,chimpanzee,2,10,f,,l
heilbronner2008fruit,sandra,12,f,chimpanzee,2,11,c,1.0,r
heilbronner2008fruit,sandra,12,f,chimpanzee,2,12,c,0.0,l
heilbronner2008fruit,sandra,12,f,chimpanzee,2,13,f,,r
heilbronner2008fruit,sandra,12,f,chimpanzee,2,14,c,1.0,l
heilbronner2008fruit,sandra,12,f,chimpanzee,2,15,c,1.0,l
heilbronner2008fruit,sandra,12,f,chimpanzee,2,16,n,,r
heilbronner2008fruit,sandra,12,f,chimpanzee,2,17,n,,l
heilbronner2008fruit,sandra,12,f,chimpanzee,2,18,n,,l
heilbronner2008fruit,sandra,12,f,chimpanzee,2,19,c,1.0,r
heilbronner2008fruit,sandra,12,f,chimpanzee,2,20,c,1.0,l
heilbronner2008fruit,sandra,12,f,chimpanzee,2,21,c,1.0,l
heilbronner2008fruit,sandra,12,f,chimpanzee,2,22,c,1.0,r
heilbronner2008fruit,sandra,12,f,chimpanzee,3,1,n,,r
heilbronner2008fruit,sandra,12,f,chimpanzee,3,2,f,,r
heilbronner2008fruit,sandra,12,f,chimpanzee,3,3,c,1.0,l
heilbronner2008fruit,sandra,12,f,chimpanzee,3,4,c,1.0,l
heilbronner2008fruit,sandra,12,f,chimpanzee,3,5,c,1.0,r
heilbronner2008fruit,sandra,12,f,chimpanzee,3,6,n,,r
heilbronner2008fruit,sandra,12,f,chimpanzee,3,7,c,0.0,l
heilbronner2008fruit,sandra,12,f,chimpanzee,3,8,f,,l
heilbronner2008fruit,sandra,12,f,chimpanzee,3,9,f,,r
heilbronner2008fruit,sandra,12,f,chimpanzee,3,10,c,1.0,l
heilbronner2008fruit,sandra,12,f,chimpanzee,3,11,n,,l
heilbronner2008fruit,sandra,12,f,chimpanzee,3,12,f,,l
heilbronner2008fruit,sandra,12,f,chimpanzee,3,13,n,,l
heilbronner2008fruit,sandra,12,f,chimpanzee,3,14,n,,l
heilbronner2008fruit,sandra,12,f,chimpanzee,3,15,n,,r
heilbronner2008fruit,sandra,12,f,chimpanzee,3,16,c,1.0,l
heilbronner2008fruit,sandra,12,f,chimpanzee,3,17,c,1.0,r
heilbronner2008fruit,sandra,12,f,chimpanzee,3,18,c,0.0,l
heilbronner2008fruit,sandra,12,f,chimpanzee,3,19,c,1.0,r
heilbronner2008fruit,sandra,12,f,chimpanzee,3,20,n,,l
heilbronner2008fruit,sandra,12,f,chimpanzee,3,21,c,0.0,r
heilbronner2008fruit,sandra,12,f,chimpanzee,3,22,n,,r
heilbronner2008fruit,sandra,12,f,chimpanzee,4,1,n,,r
heilbronner2008fruit,sandra,12,f,chimpanzee,4,2,f,,l
heilbronner2008fruit,sandra,12,f,chimpanzee,4,3,c,0.0,r
heilbronner2008fruit,sandra,12,f,chimpanzee,4,4,n,,l
heilbronner2008fruit,sandra,12,f,chimpanzee,4,5,n,,l
heilbronner2008fruit,sandra,12,f,chimpanzee,4,6,c,1.0,r
heilbronner2008fruit,sandra,12,f,chimpanzee,4,7,f,,l
heilbronner2008fruit,sandra,12,f,chimpanzee,4,8,n,,r
heilbronner2008fruit,sandra,12,f,chimpanzee,4,9,n,,l
heilbronner2008fruit,sandra,12,f,chimpanzee,4,10,c,0.0,r
heilbronner2008fruit,sandra,12,f,chimpanzee,4,11,c,0.0,l
heilbronner2008fruit,sandra,12,f,chimpanzee,4,12,c,1.0,r
heilbronner2008fruit,sandra,12,f,chimpanzee,4,13,c,0.0,l
heilbronner2008fruit,sandra,12,f,chimpanzee,4,14,c,1.0,r
heilbronner2008fruit,sandra,12,f,chimpanzee,4,15,n,,r
heilbronner2008fruit,sandra,12,f,chimpanzee,4,16,c,1.0,l
heilbronner2008fruit,sandra,12,f,chimpanzee,4,17,n,,r
heilbronner2008fruit,sandra,12,f,chimpanzee,4,18,c,1.0,l
heilbronner2008fruit,sandra,12,f,chimpanzee,4,19,f,,r
heilbronner2008fruit,sandra,12,f,chimpanzee,4,20,n,,l
heilbronner2008fruit,sandra,12,f,chimpanzee,4,21,c,1.0,l
heilbronner2008fruit,sandra,12,f,chimpanzee,4,22,f,,r
heilbronner2008fruit,sandra,12,f,chimpanzee,5,1,c,0.0,l
heilbronner2008fruit,sandra,12,f,chimpanzee,5,2,f,,l
heilbronner2008fruit,sandra,12,f,chimpanzee,5,3,n,,r
heilbronner2008fruit,sandra,12,f,chimpanzee,5,4,n,,l
heilbronner2008fruit,sandra,12,f,chimpanzee,5,5,f,,l
heilbronner2008fruit,sandra,12,f,chimpanzee,5,6,c,0.0,r
heilbronner2008fruit,sandra,12,f,chimpanzee,5,7,n,,l
heilbronner2008fruit,sandra,12,f,chimpanzee,5,8,c,0.0,r
heilbronner2008fruit,sandra,12,f,chimpanzee,5,9,c,0.0,l
heilbronner2008fruit,sandra,12,f,chimpanzee,5,10,f,,r
heilbronner2008fruit,sandra,12,f,chimpanzee,5,11,f,,r
heilbronner2008fruit,sandra,12,f,chimpanzee,5,12,n,,l
heilbronner2008fruit,sandra,12,f,chimpanzee,5,13,c,0.0,r
heilbronner2008fruit,sandra,12,f,chimpanzee,5,14,c,0.0,r
heilbronner2008fruit,sandra,12,f,chimpanzee,5,15,c,0.0,l
heilbronner2008fruit,sandra,12,f,chimpanzee,5,16,n,,l
heilbronner2008fruit,sandra,12,f,chimpanzee,5,17,n,,r
heilbronner2008fruit,sandra,12,f,chimpanzee,5,18,c,1.0,l
heilbronner2008fruit,sandra,12,f,chimpanzee,5,19,c,0.0,l
heilbronner2008fruit,sandra,12,f,chimpanzee,5,20,c,0.0,l
heilbronner2008fruit,sandra,12,f,chimpanzee,5,21,n,,r
heilbronner2008fruit,sandra,12,f,chimpanzee,5,22,n,,r
heilbronner2008fruit,sandra,12,f,chimpanzee,6,1,n,,r
heilbronner2008fruit,sandra,12,f,chimpanzee,6,2,n,,l
heilbronner2008fruit,sandra,12,f,chimpanzee,6,3,f,,r
heilbronner2008fruit,sandra,12,f,chimpanzee,6,4,c,0.0,l
heilbronner2008fruit,sandra,12,f,chimpanzee,6,5,c,0.0,l
heilbronner2008fruit,sandra,12,f,chimpanzee,6,6,n,,l
heilbronner2008fruit,sandra,12,f,chimpanzee,6,7,c,0.0,r
heilbronner2008fruit,sandra,12,f,chimpanzee,6,8,c,1.0,l
heilbronner2008fruit,sandra,12,f,chimpanzee,6,9,f,,l
heilbronner2008fruit,sandra,12,f,chimpanzee,6,10,n,,r
heilbronner2008fruit,sandra,12,f,chimpanzee,6,11,c,0.0,l
heilbronner2008fruit,sandra,12,f,chimpanzee,6,12,c,1.0,l
heilbronner2008fruit,sandra,12,f,chimpanzee,6,13,n,,r
heilbronner2008fruit,sandra,12,f,chimpanzee,6,14,f,,r
heilbronner2008fruit,sandra,12,f,chimpanzee,6,15,c,0.0,l
heilbronner2008fruit,sandra,12,f,chimpanzee,6,16,n,,l
heilbronner2008fruit,sandra,12,f,chimpanzee,6,17,c,1.0,r
heilbronner2008fruit,sandra,12,f,chimpanzee,6,18,f,,l
heilbronner2008fruit,sandra,12,f,chimpanzee,6,19,c,0.0,r
heilbronner2008fruit,sandra,12,f,chimpanzee,6,20,c,1.0,l
heilbronner2008fruit,sandra,12,f,chimpanzee,6,21,n,,l
heilbronner2008fruit,sandra,12,f,chimpanzee,6,22,n,,l
heilbronner2008fruit,sandra,12,f,chimpanzee,1,1,c,1.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,1,2,c,1.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,1,3,c,1.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,1,4,c,1.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,1,5,c,0.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,1,6,c,0.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,1,7,c,0.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,1,8,c,0.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,1,9,c,0.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,1,10,c,0.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,1,11,c,0.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,1,12,c,0.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,1,13,c,0.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,1,14,c,1.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,1,15,c,0.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,1,16,c,0.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,1,17,c,0.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,1,18,c,0.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,1,19,c,0.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,1,20,c,0.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,2,1,c,1.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,2,2,c,1.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,2,3,c,0.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,2,4,c,0.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,2,5,c,1.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,2,6,c,0.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,2,7,c,1.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,2,8,c,0.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,2,9,c,1.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,2,10,c,0.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,2,11,c,0.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,2,12,c,1.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,2,13,c,1.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,2,14,c,0.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,2,15,c,0.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,2,16,c,1.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,2,17,c,0.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,2,18,c,0.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,2,19,c,1.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,2,20,c,0.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,3,1,c,1.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,3,2,c,1.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,3,3,c,1.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,3,4,c,0.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,3,5,c,1.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,3,6,c,1.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,3,7,c,1.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,3,8,c,0.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,3,9,c,1.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,3,10,c,0.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,3,11,c,1.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,3,12,c,0.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,3,13,c,0.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,3,14,c,1.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,3,15,c,0.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,3,16,c,0.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,3,17,c,0.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,3,18,c,1.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,3,19,c,0.0,
heilbronner2008fruit,sandra,12,f,chimpanzee,3,20,c,0.0,
heilbronner2008fruit,ulindi,12,f,bonobo,1,1,f,,l
heilbronner2008fruit,ulindi,12,f,bonobo,1,2,c,1.0,r
heilbronner2008fruit,ulindi,12,f,bonobo,1,3,n,,l
heilbronner2008fruit,ulindi,12,f,bonobo,1,4,f,,r
heilbronner2008fruit,ulindi,12,f,bonobo,1,5,c,1.0,l
heilbronner2008fruit,ulindi,12,f,bonobo,1,6,c,1.0,r
heilbronner2008fruit,ulindi,12,f,bonobo,1,7,n,,r
heilbronner2008fruit,ulindi,12,f,bonobo,1,8,f,,r
heilbronner2008fruit,ulindi,12,f,bonobo,1,9,c,1.0,r
heilbronner2008fruit,ulindi,12,f,bonobo,1,10,c,1.0,l
heilbronner2008fruit,ulindi,12,f,bonobo,1,11,n,,r
heilbronner2008fruit,ulindi,12,f,bonobo,1,12,n,,l
heilbronner2008fruit,ulindi,12,f,bonobo,1,13,c,1.0,l
heilbronner2008fruit,ulindi,12,f,bonobo,1,14,n,,r
heilbronner2008fruit,ulindi,12,f,bonobo,1,15,n,,r
heilbronner2008fruit,ulindi,12,f,bonobo,1,16,c,1.0,l
heilbronner2008fruit,ulindi,12,f,bonobo,1,17,f,,l
heilbronner2008fruit,ulindi,12,f,bonobo,1,18,c,1.0,r
heilbronner2008fruit,ulindi,12,f,bonobo,1,19,n,,r
heilbronner2008fruit,ulindi,12,f,bonobo,1,20,c,1.0,r
heilbronner2008fruit,ulindi,12,f,bonobo,1,21,n,,l
heilbronner2008fruit,ulindi,12,f,bonobo,1,22,c,1.0,l
heilbronner2008fruit,ulindi,12,f,bonobo,2,1,c,1.0,r
heilbronner2008fruit,ulindi,12,f,bonobo,2,2,n,,l
heilbronner2008fruit,ulindi,12,f,bonobo,2,3,c,1.0,l
heilbronner2008fruit,ulindi,12,f,bonobo,2,4,c,0.0,r
heilbronner2008fruit,ulindi,12,f,bonobo,2,5,n,,r
heilbronner2008fruit,ulindi,12,f,bonobo,2,6,n,,r
