study_id,experiment,experiment_name,year,month,day,participant,age_original,age_in_years,sex,species,session,trial,condition,condition_group,order,choice,sum_correct,exp_order,feature,place,comments
kanngiesser2010bonobos,2,table_data,2007,9,20,robert,31,31,m,chimpanzee,1,10,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,20,robert,31,31,m,chimpanzee,1,11,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,20,robert,31,31,m,chimpanzee,1,12,training,ctrl,e2,correct_baited_location,7.0,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,21,robert,31,31,m,chimpanzee,2,1,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,21,robert,31,31,m,chimpanzee,2,2,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,21,robert,31,31,m,chimpanzee,2,3,training,ctrl,e2,incorrect_nonbaited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,21,robert,31,31,m,chimpanzee,2,4,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,21,robert,31,31,m,chimpanzee,2,5,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,21,robert,31,31,m,chimpanzee,2,6,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,21,robert,31,31,m,chimpanzee,2,7,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,21,robert,31,31,m,chimpanzee,2,8,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,21,robert,31,31,m,chimpanzee,2,9,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,21,robert,31,31,m,chimpanzee,2,10,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,21,robert,31,31,m,chimpanzee,2,11,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,21,robert,31,31,m,chimpanzee,2,12,training,ctrl,e2,correct_baited_location,11.0,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,24,robert,31,31,m,chimpanzee,3,1,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,24,robert,31,31,m,chimpanzee,3,2,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,24,robert,31,31,m,chimpanzee,3,3,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,24,robert,31,31,m,chimpanzee,3,4,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,24,robert,31,31,m,chimpanzee,3,5,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,24,robert,31,31,m,chimpanzee,3,6,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,24,robert,31,31,m,chimpanzee,3,1,test,ctrl,e2,feature,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,24,robert,31,31,m,chimpanzee,3,2,test,ctrl,e2,feature,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,24,robert,31,31,m,chimpanzee,3,3,test,ctrl,e2,feature,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,24,robert,31,31,m,chimpanzee,3,4,test,ctrl,e2,feature,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,24,robert,31,31,m,chimpanzee,3,5,test,ctrl,e2,feature,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,24,robert,31,31,m,chimpanzee,3,6,test,ctrl,e2,feature,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,24,robert,31,31,m,chimpanzee,3,7,test,ctrl,e2,feature,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,24,robert,31,31,m,chimpanzee,3,8,test,ctrl,e2,feature,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,24,robert,31,31,m,chimpanzee,3,9,test,ctrl,e2,feature,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,24,robert,31,31,m,chimpanzee,3,10,test,ctrl,e2,feature,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,24,robert,31,31,m,chimpanzee,3,11,test,ctrl,e2,feature,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,24,robert,31,31,m,chimpanzee,3,12,test,ctrl,e2,feature,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,28,sandra,14,14,f,chimpanzee,1,1,training,exp,e1_e2,incorrect_nonbaited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,9,28,sandra,14,14,f,chimpanzee,1,2,training,exp,e1_e2,incorrect_nonbaited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,9,28,sandra,14,14,f,chimpanzee,1,3,training,exp,e1_e2,incorrect_nonbaited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,9,28,sandra,14,14,f,chimpanzee,1,4,training,exp,e1_e2,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,9,28,sandra,14,14,f,chimpanzee,1,5,training,exp,e1_e2,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,9,28,sandra,14,14,f,chimpanzee,1,6,training,exp,e1_e2,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,9,28,sandra,14,14,f,chimpanzee,1,7,training,exp,e1_e2,incorrect_nonbaited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,9,28,sandra,14,14,f,chimpanzee,1,8,training,exp,e1_e2,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,9,28,sandra,14,14,f,chimpanzee,1,9,training,exp,e1_e2,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,9,28,sandra,14,14,f,chimpanzee,1,10,training,exp,e1_e2,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,9,28,sandra,14,14,f,chimpanzee,1,11,training,exp,e1_e2,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,9,28,sandra,14,14,f,chimpanzee,1,12,training,exp,e1_e2,correct_baited_location,5.0,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,10,1,sandra,14,14,f,chimpanzee,2,1,training,exp,e1_e2,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,10,1,sandra,14,14,f,chimpanzee,2,2,training,exp,e1_e2,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,10,1,sandra,14,14,f,chimpanzee,2,3,training,exp,e1_e2,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,10,1,sandra,14,14,f,chimpanzee,2,4,training,exp,e1_e2,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,10,1,sandra,14,14,f,chimpanzee,2,5,training,exp,e1_e2,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,10,1,sandra,14,14,f,chimpanzee,2,6,training,exp,e1_e2,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,10,1,sandra,14,14,f,chimpanzee,2,7,training,exp,e1_e2,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,10,1,sandra,14,14,f,chimpanzee,2,8,training,exp,e1_e2,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,10,1,sandra,14,14,f,chimpanzee,2,9,training,exp,e1_e2,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,10,1,sandra,14,14,f,chimpanzee,2,10,training,exp,e1_e2,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,10,1,sandra,14,14,f,chimpanzee,2,11,training,exp,e1_e2,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,10,1,sandra,14,14,f,chimpanzee,2,12,training,exp,e1_e2,correct_baited_location,12.0,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,10,2,sandra,14,14,f,chimpanzee,3,1,training,exp,e1_e2,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,10,2,sandra,14,14,f,chimpanzee,3,2,training,exp,e1_e2,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,10,2,sandra,14,14,f,chimpanzee,3,3,training,exp,e1_e2,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,10,2,sandra,14,14,f,chimpanzee,3,4,training,exp,e1_e2,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,10,2,sandra,14,14,f,chimpanzee,3,5,training,exp,e1_e2,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,10,2,sandra,14,14,f,chimpanzee,3,6,training,exp,e1_e2,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,10,2,sandra,14,14,f,chimpanzee,3,1,test,exp,e1_e2,place,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,10,2,sandra,14,14,f,chimpanzee,3,2,test,exp,e1_e2,feature,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,10,2,sandra,14,14,f,chimpanzee,3,3,test,exp,e1_e2,feature,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,10,2,sandra,14,14,f,chimpanzee,3,4,test,exp,e1_e2,feature,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,10,2,sandra,14,14,f,chimpanzee,3,5,test,exp,e1_e2,feature,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,10,2,sandra,14,14,f,chimpanzee,3,6,test,exp,e1_e2,feature,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,10,2,sandra,14,14,f,chimpanzee,3,7,test,exp,e1_e2,feature,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,10,2,sandra,14,14,f,chimpanzee,3,8,test,exp,e1_e2,feature,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,10,2,sandra,14,14,f,chimpanzee,3,9,test,exp,e1_e2,feature,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,10,2,sandra,14,14,f,chimpanzee,3,10,test,exp,e1_e2,feature,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,10,2,sandra,14,14,f,chimpanzee,3,11,test,exp,e1_e2,feature,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,10,2,sandra,14,14,f,chimpanzee,3,12,test,exp,e1_e2,feature,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,27,gertrudia,14,14,f,chimpanzee,1,1,training,exp,e2_e1,incorrect_nonbaited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,27,gertrudia,14,14,f,chimpanzee,1,2,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,27,gertrudia,14,14,f,chimpanzee,1,3,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,27,gertrudia,14,14,f,chimpanzee,1,4,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,27,gertrudia,14,14,f,chimpanzee,1,5,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,27,gertrudia,14,14,f,chimpanzee,1,6,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,27,gertrudia,14,14,f,chimpanzee,1,7,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,27,gertrudia,14,14,f,chimpanzee,1,8,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,27,gertrudia,14,14,f,chimpanzee,1,9,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,27,gertrudia,14,14,f,chimpanzee,1,10,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,27,gertrudia,14,14,f,chimpanzee,1,11,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,27,gertrudia,14,14,f,chimpanzee,1,12,training,exp,e2_e1,correct_baited_location,11.0,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,28,gertrudia,14,14,f,chimpanzee,2,1,training,exp,e2_e1,incorrect_nonbaited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,28,gertrudia,14,14,f,chimpanzee,2,2,training,exp,e2_e1,incorrect_nonbaited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,28,gertrudia,14,14,f,chimpanzee,2,3,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,28,gertrudia,14,14,f,chimpanzee,2,4,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,28,gertrudia,14,14,f,chimpanzee,2,5,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,28,gertrudia,14,14,f,chimpanzee,2,6,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,28,gertrudia,14,14,f,chimpanzee,2,7,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,28,gertrudia,14,14,f,chimpanzee,2,8,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,28,gertrudia,14,14,f,chimpanzee,2,9,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,28,gertrudia,14,14,f,chimpanzee,2,10,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,28,gertrudia,14,14,f,chimpanzee,2,11,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,28,gertrudia,14,14,f,chimpanzee,2,12,training,exp,e2_e1,correct_baited_location,10.0,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,29,gertrudia,14,14,f,chimpanzee,3,1,training,exp,e2_e1,incorrect_nonbaited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,29,gertrudia,14,14,f,chimpanzee,3,2,training,exp,e2_e1,incorrect_nonbaited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,29,gertrudia,14,14,f,chimpanzee,3,3,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,29,gertrudia,14,14,f,chimpanzee,3,4,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,29,gertrudia,14,14,f,chimpanzee,3,5,training,exp,e2_e1,incorrect_nonbaited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,29,gertrudia,14,14,f,chimpanzee,3,6,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,29,gertrudia,14,14,f,chimpanzee,3,7,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,29,gertrudia,14,14,f,chimpanzee,3,8,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,29,gertrudia,14,14,f,chimpanzee,3,9,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,29,gertrudia,14,14,f,chimpanzee,3,10,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,29,gertrudia,14,14,f,chimpanzee,3,11,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,29,gertrudia,14,14,f,chimpanzee,3,12,training,exp,e2_e1,correct_baited_location,9.0,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,30,gertrudia,14,14,f,chimpanzee,4,1,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,30,gertrudia,14,14,f,chimpanzee,4,2,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,30,gertrudia,14,14,f,chimpanzee,4,3,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,30,gertrudia,14,14,f,chimpanzee,4,4,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,30,gertrudia,14,14,f,chimpanzee,4,5,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,30,gertrudia,14,14,f,chimpanzee,4,6,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,30,gertrudia,14,14,f,chimpanzee,4,7,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,30,gertrudia,14,14,f,chimpanzee,4,8,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,30,gertrudia,14,14,f,chimpanzee,4,9,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,30,gertrudia,14,14,f,chimpanzee,4,10,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,30,gertrudia,14,14,f,chimpanzee,4,11,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,12,30,gertrudia,14,14,f,chimpanzee,4,12,training,exp,e2_e1,correct_baited_location,12.0,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2008,1,2,gertrudia,14,14,f,chimpanzee,5,1,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2008,1,2,gertrudia,14,14,f,chimpanzee,5,2,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2008,1,2,gertrudia,14,14,f,chimpanzee,5,3,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2008,1,2,gertrudia,14,14,f,chimpanzee,5,4,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2008,1,2,gertrudia,14,14,f,chimpanzee,5,5,training,exp,e2_e1,correct_baited_location,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2008,1,2,gertrudia,14,14,f,chimpanzee,5,6,training,exp,e2_e1,correct_baited_location,6.0,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2008,1,2,gertrudia,14,14,f,chimpanzee,5,1,training,exp,e2_e1,place,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2008,1,2,gertrudia,14,14,f,chimpanzee,5,2,training,exp,e2_e1,feature,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2008,1,2,gertrudia,14,14,f,chimpanzee,5,3,training,exp,e2_e1,feature,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2008,1,2,gertrudia,14,14,f,chimpanzee,5,4,training,exp,e2_e1,feature,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2008,1,2,gertrudia,14,14,f,chimpanzee,5,5,training,exp,e2_e1,feature,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2008,1,2,gertrudia,14,14,f,chimpanzee,5,6,training,exp,e2_e1,feature,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2008,1,2,gertrudia,14,14,f,chimpanzee,5,7,training,exp,e2_e1,feature,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2008,1,2,gertrudia,14,14,f,chimpanzee,5,8,training,exp,e2_e1,feature,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2008,1,2,gertrudia,14,14,f,chimpanzee,5,9,training,exp,e2_e1,feature,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2008,1,2,gertrudia,14,14,f,chimpanzee,5,10,training,exp,e2_e1,feature,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2008,1,2,gertrudia,14,14,f,chimpanzee,5,11,training,exp,e2_e1,feature,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2008,1,2,gertrudia,14,14,f,chimpanzee,5,12,training,exp,e2_e1,feature,,table_floor,92*,8*,
kanngiesser2010bonobos,2,table_data,2007,9,20,ulla,30,30,f,chimpanzee,1,1,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,20,ulla,30,30,f,chimpanzee,1,2,training,ctrl,e2,incorrect_nonbaited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,20,ulla,30,30,f,chimpanzee,1,3,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,20,ulla,30,30,f,chimpanzee,1,4,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,20,ulla,30,30,f,chimpanzee,1,5,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,20,ulla,30,30,f,chimpanzee,1,6,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,20,ulla,30,30,f,chimpanzee,1,7,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,20,ulla,30,30,f,chimpanzee,1,8,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,20,ulla,30,30,f,chimpanzee,1,9,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,20,ulla,30,30,f,chimpanzee,1,10,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,20,ulla,30,30,f,chimpanzee,1,11,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,20,ulla,30,30,f,chimpanzee,1,12,training,ctrl,e2,correct_baited_location,11.0,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,21,ulla,30,30,f,chimpanzee,2,1,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,21,ulla,30,30,f,chimpanzee,2,2,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,21,ulla,30,30,f,chimpanzee,2,3,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,21,ulla,30,30,f,chimpanzee,2,4,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,21,ulla,30,30,f,chimpanzee,2,5,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,21,ulla,30,30,f,chimpanzee,2,6,training,ctrl,e2,correct_baited_location,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,21,ulla,30,30,f,chimpanzee,2,1,test,ctrl,e2,feature,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,21,ulla,30,30,f,chimpanzee,2,2,test,ctrl,e2,feature,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,21,ulla,30,30,f,chimpanzee,2,3,test,ctrl,e2,feature,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,21,ulla,30,30,f,chimpanzee,2,4,test,ctrl,e2,feature,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,21,ulla,30,30,f,chimpanzee,2,5,test,ctrl,e2,feature,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,21,ulla,30,30,f,chimpanzee,2,6,test,ctrl,e2,feature,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,21,ulla,30,30,f,chimpanzee,2,7,test,ctrl,e2,feature,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,21,ulla,30,30,f,chimpanzee,2,8,test,ctrl,e2,feature,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,21,ulla,30,30,f,chimpanzee,2,9,test,ctrl,e2,feature,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,21,ulla,30,30,f,chimpanzee,2,10,test,ctrl,e2,feature,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,21,ulla,30,30,f,chimpanzee,2,11,test,ctrl,e2,feature,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,9,21,ulla,30,30,f,chimpanzee,2,12,test,ctrl,e2,feature,,table_only,100*,0*,
kanngiesser2010bonobos,2,table_data,2007,6,18,bebe,27,28,f,gorilla,1,1,training,exp,e2_e1,incorrect_nonbaited_location,,table_floor,67*,8*,
kanngiesser2010bonobos,2,table_data,2007,6,18,bebe,27,28,f,gorilla,1,2,training,exp,e2_e1,correct_baited_location,,table_floor,67*,8*,
kanngiesser2010bonobos,2,table_data,2007,6,18,bebe,27,28,f,gorilla,1,3,training,exp,e2_e1,correct_baited_location,,table_floor,67*,8*,
kanngiesser2010bonobos,2,table_data,2007,6,18,bebe,27,28,f,gorilla,1,4,training,exp,e2_e1,correct_baited_location,,table_floor,67*,8*,
kanngiesser2010bonobos,2,table_data,2007,6,18,bebe,27,28,f,gorilla,1,5,training,exp,e2_e1,incorrect_nonbaited_location,,table_floor,67*,8*,
kanngiesser2010bonobos,2,table_data,2007,6,18,bebe,27,28,f,gorilla,1,6,training,exp,e2_e1,correct_baited_location,,table_floor,67*,8*,
kanngiesser2010bonobos,2,table_data,2007,6,18,bebe,27,28,f,gorilla,1,7,training,exp,e2_e1,incorrect_nonbaited_location,,table_floor,67*,8*,
