study_id,experiment,day,month,year,participant,age_original,age_in_years,sex,species,species_subgroup,session,trial,condition,order_of_conditions,preference_single_item,preference_pop_open,preference_pop_covered,initial_position_pellet_pop,position_pellet_sample,choice
eckert2017great,1,17,3,2015,jahaga,22,22.0,f,chimpanzee,b,2,7,control a,reverse,96.67,100.0,100.0,r,l,pellet
eckert2017great,1,17,3,2015,jahaga,22,22.0,f,chimpanzee,b,2,8,control a,reverse,96.67,100.0,100.0,l,r,pellet
eckert2017great,1,17,3,2015,jeudi,48,,f,chimpanzee,b,1,2,control a,reverse,100.0,100.0,50.0,r,r,pellet
eckert2017great,1,17,3,2015,jeudi,48,,f,chimpanzee,b,1,3,control a,reverse,100.0,100.0,50.0,l,l,carrot
eckert2017great,1,17,3,2015,jeudi,48,,f,chimpanzee,b,1,4,control a,reverse,100.0,100.0,50.0,r,l,carrot
eckert2017great,1,18,3,2015,daza,28,29.0,f,chimpanzee,b,1,1,control a,reverse,86.67,50.0,50.0,l,r,carrot
eckert2017great,1,18,3,2015,daza,28,29.0,f,chimpanzee,b,1,2,control a,reverse,86.67,50.0,50.0,r,r,carrot
eckert2017great,1,18,3,2015,daza,28,29.0,f,chimpanzee,b,1,3,control a,reverse,86.67,50.0,50.0,l,l,pellet
eckert2017great,1,18,3,2015,daza,28,29.0,f,chimpanzee,b,1,4,control a,reverse,86.67,50.0,50.0,r,l,pellet
eckert2017great,1,18,3,2015,jeudi,48,,f,chimpanzee,b,2,5,control a,reverse,100.0,100.0,50.0,r,l,carrot
eckert2017great,1,18,3,2015,jeudi,48,,f,chimpanzee,b,2,6,control a,reverse,100.0,100.0,50.0,l,r,pellet
eckert2017great,1,18,3,2015,jeudi,48,,f,chimpanzee,b,2,7,control a,reverse,100.0,100.0,50.0,r,l,carrot
eckert2017great,1,18,3,2015,jeudi,48,,f,chimpanzee,b,2,8,control a,reverse,100.0,100.0,50.0,l,r,pellet
eckert2017great,1,18,3,2015,alexandra,15,15.0,f,chimpanzee,b,2,5,control a,reverse,90.0,100.0,100.0,l,r,carrot
eckert2017great,1,18,3,2015,alexandra,15,15.0,f,chimpanzee,b,2,6,control a,reverse,90.0,100.0,100.0,r,r,pellet
eckert2017great,1,18,3,2015,alexandra,15,15.0,f,chimpanzee,b,2,7,control a,reverse,90.0,100.0,100.0,l,l,pellet
eckert2017great,1,18,3,2015,alexandra,15,15.0,f,chimpanzee,b,2,8,control a,reverse,90.0,100.0,100.0,r,l,pellet
eckert2017great,1,18,3,2015,jahaga,22,22.0,f,chimpanzee,b,3,9,control a,reverse,96.67,100.0,100.0,l,l,carrot
eckert2017great,1,18,3,2015,jahaga,22,22.0,f,chimpanzee,b,3,10,control a,reverse,96.67,100.0,100.0,l,r,pellet
eckert2017great,1,18,3,2015,jahaga,22,22.0,f,chimpanzee,b,3,11,control a,reverse,96.67,100.0,100.0,r,r,pellet
eckert2017great,1,18,3,2015,jahaga,22,22.0,f,chimpanzee,b,3,12,control a,reverse,96.67,100.0,100.0,r,l,pellet
eckert2017great,1,19,3,2015,daza,28,29.0,f,chimpanzee,b,2,5,control a,reverse,86.67,50.0,50.0,r,l,pellet
eckert2017great,1,19,3,2015,daza,28,29.0,f,chimpanzee,b,2,6,control a,reverse,86.67,50.0,50.0,l,r,carrot
eckert2017great,1,19,3,2015,daza,28,29.0,f,chimpanzee,b,2,7,control a,reverse,86.67,50.0,50.0,r,l,pellet
eckert2017great,1,19,3,2015,daza,28,29.0,f,chimpanzee,b,2,8,control a,reverse,86.67,50.0,50.0,l,r,carrot
eckert2017great,1,19,3,2015,jeudi,48,,f,chimpanzee,b,3,9,control a,reverse,100.0,100.0,50.0,l,l,carrot
eckert2017great,1,19,3,2015,jeudi,48,,f,chimpanzee,b,3,10,control a,reverse,100.0,100.0,50.0,l,r,carrot
eckert2017great,1,19,3,2015,jeudi,48,,f,chimpanzee,b,3,11,control a,reverse,100.0,100.0,50.0,r,r,pellet
eckert2017great,1,19,3,2015,jeudi,48,,f,chimpanzee,b,3,12,control a,reverse,100.0,100.0,50.0,r,l,carrot
eckert2017great,1,19,3,2015,alexandra,15,15.0,f,chimpanzee,b,3,9,control a,reverse,90.0,100.0,100.0,l,l,pellet
eckert2017great,1,19,3,2015,alexandra,15,15.0,f,chimpanzee,b,3,10,control a,reverse,90.0,100.0,100.0,l,r,carrot
eckert2017great,1,19,3,2015,alexandra,15,15.0,f,chimpanzee,b,3,11,control a,reverse,90.0,100.0,100.0,r,r,carrot
eckert2017great,1,19,3,2015,alexandra,15,15.0,f,chimpanzee,b,3,12,control a,reverse,90.0,100.0,100.0,r,l,carrot
eckert2017great,1,20,3,2015,daza,28,29.0,f,chimpanzee,b,3,9,control a,reverse,86.67,50.0,50.0,l,l,pellet
eckert2017great,1,20,3,2015,daza,28,29.0,f,chimpanzee,b,3,10,control a,reverse,86.67,50.0,50.0,l,r,carrot
eckert2017great,1,20,3,2015,daza,28,29.0,f,chimpanzee,b,3,11,control a,reverse,86.67,50.0,50.0,r,r,carrot
eckert2017great,1,20,3,2015,daza,28,29.0,f,chimpanzee,b,3,12,control a,reverse,86.67,50.0,50.0,r,l,pellet
eckert2017great,1,16,4,2015,riet,37,37.0,f,chimpanzee,a,1,1,control a,original,100.0,100.0,75.0,l,r,carrot
eckert2017great,1,16,4,2015,riet,37,37.0,f,chimpanzee,a,1,2,control a,original,100.0,100.0,75.0,r,r,carrot
eckert2017great,1,16,4,2015,riet,37,37.0,f,chimpanzee,a,1,3,control a,original,100.0,100.0,75.0,l,r,carrot
eckert2017great,1,16,4,2015,riet,37,37.0,f,chimpanzee,a,1,4,control a,original,100.0,100.0,75.0,r,l,carrot
eckert2017great,1,20,4,2015,riet,37,37.0,f,chimpanzee,a,2,5,control a,original,100.0,100.0,75.0,r,l,pellet
eckert2017great,1,20,4,2015,riet,37,37.0,f,chimpanzee,a,2,6,control a,original,100.0,100.0,75.0,l,r,carrot
eckert2017great,1,20,4,2015,riet,37,37.0,f,chimpanzee,a,2,7,control a,original,100.0,100.0,75.0,r,l,pellet
eckert2017great,1,20,4,2015,riet,37,37.0,f,chimpanzee,a,2,8,control a,original,100.0,100.0,75.0,l,r,pellet
eckert2017great,1,21,4,2015,riet,37,37.0,f,chimpanzee,a,3,9,control a,original,100.0,100.0,75.0,l,l,pellet
eckert2017great,1,21,4,2015,riet,37,37.0,f,chimpanzee,a,3,10,control a,original,100.0,100.0,75.0,l,r,pellet
eckert2017great,1,21,4,2015,riet,37,37.0,f,chimpanzee,a,3,11,control a,original,100.0,100.0,75.0,r,r,pellet
eckert2017great,1,21,4,2015,riet,37,37.0,f,chimpanzee,a,3,12,control a,original,100.0,100.0,75.0,r,l,pellet
eckert2017great,1,3,5,2015,kara,9,9.0,f,chimpanzee,a,1,1,control a,reverse,100.0,100.0,100.0,l,r,carrot
eckert2017great,1,3,5,2015,kara,9,9.0,f,chimpanzee,a,1,2,control a,reverse,100.0,100.0,100.0,r,r,carrot
eckert2017great,1,3,5,2015,kara,9,9.0,f,chimpanzee,a,1,3,control a,reverse,100.0,100.0,100.0,l,l,pellet
eckert2017great,1,3,5,2015,kara,9,9.0,f,chimpanzee,a,1,4,control a,reverse,100.0,100.0,100.0,r,l,pellet
eckert2017great,1,4,5,2015,kara,9,9.0,f,chimpanzee,a,2,5,control a,reverse,100.0,100.0,100.0,r,l,pellet
eckert2017great,1,4,5,2015,kara,9,9.0,f,chimpanzee,a,2,6,control a,reverse,100.0,100.0,100.0,l,r,carrot
eckert2017great,1,4,5,2015,kara,9,9.0,f,chimpanzee,a,2,7,control a,reverse,100.0,100.0,100.0,r,l,pellet
eckert2017great,1,4,5,2015,kara,9,9.0,f,chimpanzee,a,2,8,control a,reverse,100.0,100.0,100.0,l,r,carrot
eckert2017great,1,5,5,2015,kara,9,9.0,f,chimpanzee,a,3,9,control a,reverse,100.0,100.0,100.0,l,l,pellet
eckert2017great,1,5,5,2015,kara,9,9.0,f,chimpanzee,a,3,10,control a,reverse,100.0,100.0,100.0,l,r,carrot
eckert2017great,1,5,5,2015,kara,9,9.0,f,chimpanzee,a,3,11,control a,reverse,100.0,100.0,100.0,r,r,carrot
eckert2017great,1,5,5,2015,kara,9,9.0,f,chimpanzee,a,3,12,control a,reverse,100.0,100.0,100.0,r,l,pellet
eckert2017great,1,25,5,2015,padana,17,17.0,f,orangutan,,1,1,control a,original,100.0,100.0,100.0,l,r,carrot
eckert2017great,1,25,5,2015,padana,17,17.0,f,orangutan,,1,2,control a,original,100.0,100.0,100.0,r,r,carrot
eckert2017great,1,25,5,2015,padana,17,17.0,f,orangutan,,1,3,control a,original,100.0,100.0,100.0,l,l,pellet
eckert2017great,1,25,5,2015,padana,17,17.0,f,orangutan,,1,4,control a,original,100.0,100.0,100.0,r,l,pellet
eckert2017great,1,25,5,2015,dokana,26,26.0,f,orangutan,,1,1,control a,original,100.0,100.0,100.0,l,r,carrot
eckert2017great,1,25,5,2015,dokana,26,26.0,f,orangutan,,1,2,control a,original,100.0,100.0,100.0,r,r,pellet
eckert2017great,1,25,5,2015,dokana,26,26.0,f,orangutan,,1,3,control a,original,100.0,100.0,100.0,l,l,pellet
eckert2017great,1,25,5,2015,dokana,26,26.0,f,orangutan,,1,4,control a,original,100.0,100.0,100.0,r,l,carrot
eckert2017great,1,26,5,2015,padana,17,17.0,f,orangutan,,2,5,control a,original,100.0,100.0,100.0,r,l,carrot
eckert2017great,1,26,5,2015,padana,17,17.0,f,orangutan,,2,6,control a,original,100.0,100.0,100.0,l,r,carrot
eckert2017great,1,26,5,2015,padana,17,17.0,f,orangutan,,2,7,control a,original,100.0,100.0,100.0,r,l,pellet
eckert2017great,1,26,5,2015,padana,17,17.0,f,orangutan,,2,8,control a,original,100.0,100.0,100.0,l,r,pellet
eckert2017great,1,26,5,2015,dokana,26,26.0,f,orangutan,,2,5,control a,original,100.0,100.0,100.0,r,l,pellet
eckert2017great,1,26,5,2015,dokana,26,26.0,f,orangutan,,2,6,control a,original,100.0,100.0,100.0,l,r,pellet
eckert2017great,1,26,5,2015,dokana,26,26.0,f,orangutan,,2,7,control a,original,100.0,100.0,100.0,r,l,pellet
eckert2017great,1,26,5,2015,dokana,26,26.0,f,orangutan,,2,8,control a,original,100.0,100.0,100.0,l,r,pellet
eckert2017great,1,28,5,2015,padana,17,17.0,f,orangutan,,3,9,control a,original,100.0,100.0,100.0,l,l,pellet
eckert2017great,1,28,5,2015,padana,17,17.0,f,orangutan,,3,10,control a,original,100.0,100.0,100.0,l,r,carrot
eckert2017great,1,28,5,2015,padana,17,17.0,f,orangutan,,3,11,control a,original,100.0,100.0,100.0,r,r,pellet
eckert2017great,1,28,5,2015,padana,17,17.0,f,orangutan,,3,12,control a,original,100.0,100.0,100.0,r,l,pellet
eckert2017great,1,28,5,2015,dokana,26,26.0,f,orangutan,,3,9,control a,original,100.0,100.0,100.0,l,l,pellet
eckert2017great,1,28,5,2015,dokana,26,26.0,f,orangutan,,3,10,control a,original,100.0,100.0,100.0,l,r,pellet
eckert2017great,1,28,5,2015,dokana,26,26.0,f,orangutan,,3,11,control a,original,100.0,100.0,100.0,r,r,pellet
eckert2017great,1,28,5,2015,dokana,26,26.0,f,orangutan,,3,12,control a,original,100.0,100.0,100.0,r,l,pellet
eckert2017great,1,3,6,2015,bimbo,34,34.0,m,orangutan,,1,1,control a,reverse,100.0,100.0,100.0,l,r,carrot
eckert2017great,1,3,6,2015,bimbo,34,34.0,m,orangutan,,1,2,control a,reverse,100.0,100.0,100.0,r,r,carrot
eckert2017great,1,3,6,2015,bimbo,34,34.0,m,orangutan,,1,3,control a,reverse,100.0,100.0,100.0,l,l,pellet
eckert2017great,1,3,6,2015,bimbo,34,34.0,m,orangutan,,1,4,control a,reverse,100.0,100.0,100.0,r,l,carrot
eckert2017great,1,3,6,2015,pini,27,26.0,f,orangutan,,1,1,control a,reverse,100.0,100.0,100.0,l,r,pellet
eckert2017great,1,3,6,2015,pini,27,26.0,f,orangutan,,1,2,control a,reverse,100.0,100.0,100.0,r,r,pellet
eckert2017great,1,3,6,2015,pini,27,26.0,f,orangutan,,1,3,control a,reverse,100.0,100.0,100.0,l,l,pellet
eckert2017great,1,3,6,2015,pini,27,26.0,f,orangutan,,1,4,control a,reverse,100.0,100.0,100.0,r,l,pellet
eckert2017great,1,3,6,2015,suaq,6,6.0,m,orangutan,,1,1,control a,original,96.67,100.0,75.0,l,r,carrot
eckert2017great,1,3,6,2015,suaq,6,6.0,m,orangutan,,1,2,control a,original,96.67,100.0,75.0,r,r,carrot
eckert2017great,1,3,6,2015,suaq,6,6.0,m,orangutan,,1,3,control a,original,96.67,100.0,75.0,l,l,pellet
eckert2017great,1,3,6,2015,suaq,6,6.0,m,orangutan,,1,4,control a,original,96.67,100.0,75.0,r,l,pellet
eckert2017great,1,4,6,2015,pini,27,26.0,f,orangutan,,2,5,control a,reverse,100.0,100.0,100.0,r,l,pellet
eckert2017great,1,4,6,2015,pini,27,26.0,f,orangutan,,2,6,control a,reverse,100.0,100.0,100.0,l,r,pellet
eckert2017great,1,4,6,2015,pini,27,26.0,f,orangutan,,2,7,control a,reverse,100.0,100.0,100.0,r,l,pellet
eckert2017great,1,4,6,2015,pini,27,26.0,f,orangutan,,2,8,control a,reverse,100.0,100.0,100.0,l,r,pellet
eckert2017great,1,4,6,2015,suaq,6,6.0,m,orangutan,,2,5,control a,original,96.67,100.0,75.0,r,l,pellet
eckert2017great,1,4,6,2015,suaq,6,6.0,m,orangutan,,2,6,control a,original,96.67,100.0,75.0,l,r,carrot
eckert2017great,1,4,6,2015,suaq,6,6.0,m,orangutan,,2,7,control a,original,96.67,100.0,75.0,r,l,pellet
eckert2017great,1,4,6,2015,suaq,6,6.0,m,orangutan,,2,8,control a,original,96.67,100.0,75.0,l,r,carrot
eckert2017great,1,10,6,2015,pini,27,26.0,f,orangutan,,3,9,control a,reverse,100.0,100.0,100.0,l,l,carrot
eckert2017great,1,10,6,2015,pini,27,26.0,f,orangutan,,3,10,control a,reverse,100.0,100.0,100.0,l,r,carrot
eckert2017great,1,10,6,2015,pini,27,26.0,f,orangutan,,3,11,control a,reverse,100.0,100.0,100.0,r,r,pellet
eckert2017great,1,10,6,2015,pini,27,26.0,f,orangutan,,3,12,control a,reverse,100.0,100.0,100.0,r,l,pellet
eckert2017great,1,10,6,2015,suaq,6,6.0,m,orangutan,,3,9,control a,original,96.67,100.0,75.0,l,l,pellet
eckert2017great,1,10,6,2015,suaq,6,6.0,m,orangutan,,3,10,control a,original,96.67,100.0,75.0,l,r,carrot
eckert2017great,1,10,6,2015,suaq,6,6.0,m,orangutan,,3,11,control a,original,96.67,100.0,75.0,r,r,carrot
eckert2017great,1,10,6,2015,suaq,6,6.0,m,orangutan,,3,12,control a,original,96.67,100.0,75.0,r,l,pellet
eckert2017great,1,10,6,2015,bimbo,34,34.0,m,orangutan,,2,5,control a,reverse,100.0,100.0,100.0,r,l,pellet
eckert2017great,1,10,6,2015,bimbo,34,34.0,m,orangutan,,2,6,control a,reverse,100.0,100.0,100.0,l,r,carrot
eckert2017great,1,10,6,2015,bimbo,34,34.0,m,orangutan,,2,7,control a,reverse,100.0,100.0,100.0,r,l,pellet
eckert2017great,1,10,6,2015,bimbo,34,34.0,m,orangutan,,2,8,control a,reverse,100.0,100.0,100.0,l,r,pellet
eckert2017great,1,11,6,2015,bimbo,34,34.0,m,orangutan,,3,9,control a,reverse,100.0,100.0,100.0,l,l,pellet
eckert2017great,1,11,6,2015,bimbo,34,34.0,m,orangutan,,3,10,control a,reverse,100.0,100.0,100.0,l,r,pellet
eckert2017great,1,11,6,2015,bimbo,34,34.0,m,orangutan,,3,11,control a,reverse,100.0,100.0,100.0,r,r,pellet
eckert2017great,1,11,6,2015,bimbo,34,34.0,m,orangutan,,3,12,control a,reverse,100.0,100.0,100.0,r,l,pellet
eckert2017great,1,23,6,2015,raja,11,11.0,f,orangutan,,1,1,control a,reverse,96.67,100.0,100.0,l,l,pellet
eckert2017great,1,23,6,2015,raja,11,11.0,f,orangutan,,1,2,control a,reverse,96.67,100.0,100.0,r,r,carrot
eckert2017great,1,23,6,2015,raja,11,11.0,f,orangutan,,1,3,control a,reverse,96.67,100.0,100.0,l,l,pellet
eckert2017great,1,23,6,2015,raja,11,11.0,f,orangutan,,1,4,control a,reverse,96.67,100.0,100.0,r,r,pellet
eckert2017great,1,24,6,2015,raja,11,11.0,f,orangutan,,2,5,control a,reverse,96.67,100.0,100.0,r,l,pellet
eckert2017great,1,24,6,2015,raja,11,11.0,f,orangutan,,2,6,control a,reverse,96.67,100.0,100.0,l,r,pellet
eckert2017great,1,24,6,2015,raja,11,11.0,f,orangutan,,2,7,control a,reverse,96.67,100.0,100.0,r,l,pellet
eckert2017great,1,24,6,2015,raja,11,11.0,f,orangutan,,2,8,control a,reverse,96.67,100.0,100.0,l,r,carrot
eckert2017great,1,25,6,2015,raja,11,11.0,f,orangutan,,3,9,control a,reverse,96.67,100.0,100.0,l,r,pellet
eckert2017great,1,25,6,2015,raja,11,11.0,f,orangutan,,3,10,control a,reverse,96.67,100.0,100.0,r,l,pellet
eckert2017great,1,25,6,2015,raja,11,11.0,f,orangutan,,3,11,control a,reverse,96.67,100.0,100.0,r,l,pellet
eckert2017great,1,25,6,2015,raja,11,11.0,f,orangutan,,3,12,control a,reverse,96.67,100.0,100.0,l,r,pellet
eckert2017great,1,31,8,2015,yasa,18,18.0,f,bonobo,,1,1,control a,original,100.0,100.0,100.0,l,r,carrot
eckert2017great,1,31,8,2015,yasa,18,18.0,f,bonobo,,1,2,control a,original,100.0,100.0,100.0,r,r,pellet
eckert2017great,1,31,8,2015,yasa,18,18.0,f,bonobo,,1,3,control a,original,100.0,100.0,100.0,l,l,carrot
eckert2017great,1,31,8,2015,yasa,18,18.0,f,bonobo,,1,4,control a,original,100.0,100.0,100.0,r,l,pellet
eckert2017great,1,31,8,2015,lexi,15,15.0,f,bonobo,,1,1,control a,original,86.67,100.0,75.0,l,r,pellet
eckert2017great,1,31,8,2015,lexi,15,15.0,f,bonobo,,1,2,control a,original,86.67,100.0,75.0,r,r,pellet
eckert2017great,1,31,8,2015,lexi,15,15.0,f,bonobo,,1,3,control a,original,86.67,100.0,75.0,l,l,carrot
eckert2017great,1,31,8,2015,lexi,15,15.0,f,bonobo,,1,4,control a,original,86.67,100.0,75.0,r,l,carrot
eckert2017great,1,31,8,2015,luiza,10,10.0,f,bonobo,,1,1,control a,original,100.0,100.0,75.0,l,r,pellet
eckert2017great,1,31,8,2015,luiza,10,10.0,f,bonobo,,1,2,control a,original,100.0,100.0,75.0,r,r,pellet
eckert2017great,1,31,8,2015,luiza,10,10.0,f,bonobo,,1,3,control a,original,100.0,100.0,75.0,l,l,carrot
eckert2017great,1,31,8,2015,luiza,10,10.0,f,bonobo,,1,4,control a,original,100.0,100.0,75.0,r,l,pellet
eckert2017great,1,3,9,2015,yasa,18,18.0,f,bonobo,,2,5,control a,original,100.0,100.0,100.0,r,l,pellet
eckert2017great,1,3,9,2015,yasa,18,18.0,f,bonobo,,2,6,control a,original,100.0,100.0,100.0,l,r,pellet
eckert2017great,1,3,9,2015,yasa,18,18.0,f,bonobo,,2,7,control a,original,100.0,100.0,100.0,r,l,pellet
eckert2017great,1,3,9,2015,yasa,18,18.0,f,bonobo,,2,8,control a,original,100.0,100.0,100.0,l,r,carrot
eckert2017great,1,3,9,2015,lexi,15,15.0,f,bonobo,,2,5,control a,original,86.67,100.0,75.0,r,l,carrot
eckert2017great,1,3,9,2015,lexi,15,15.0,f,bonobo,,2,6,control a,original,86.67,100.0,75.0,l,r,pellet
eckert2017great,1,3,9,2015,lexi,15,15.0,f,bonobo,,2,7,control a,original,86.67,100.0,75.0,r,l,carrot
eckert2017great,1,3,9,2015,lexi,15,15.0,f,bonobo,,2,8,control a,original,86.67,100.0,75.0,l,r,pellet
eckert2017great,1,3,9,2015,luiza,10,10.0,f,bonobo,,2,5,control a,original,100.0,100.0,75.0,r,l,pellet
eckert2017great,1,3,9,2015,luiza,10,10.0,f,bonobo,,2,6,control a,original,100.0,100.0,75.0,l,r,carrot
eckert2017great,1,3,9,2015,luiza,10,10.0,f,bonobo,,2,7,control a,original,100.0,100.0,75.0,r,l,carrot
eckert2017great,1,3,9,2015,luiza,10,10.0,f,bonobo,,2,8,control a,original,100.0,100.0,75.0,l,r,pellet
eckert2017great,1,5,9,2015,yasa,18,18.0,f,bonobo,,3,9,control a,original,100.0,100.0,100.0,l,l,carrot
eckert2017great,1,5,9,2015,yasa,18,18.0,f,bonobo,,3,10,control a,original,100.0,100.0,100.0,l,r,carrot
eckert2017great,1,5,9,2015,yasa,18,18.0,f,bonobo,,3,11,control a,original,100.0,100.0,100.0,r,r,pellet
eckert2017great,1,5,9,2015,yasa,18,18.0,f,bonobo,,3,12,control a,original,100.0,100.0,100.0,r,l,pellet
eckert2017great,1,5,9,2015,lexi,15,15.0,f,bonobo,,3,9,control a,original,86.67,100.0,75.0,l,l,carrot
eckert2017great,1,5,9,2015,lexi,15,15.0,f,bonobo,,3,10,control a,original,86.67,100.0,75.0,l,r,pellet
eckert2017great,1,5,9,2015,lexi,15,15.0,f,bonobo,,3,11,control a,original,86.67,100.0,75.0,r,r,pellet
eckert2017great,1,5,9,2015,lexi,15,15.0,f,bonobo,,3,12,control a,original,86.67,100.0,75.0,r,l,carrot
eckert2017great,1,5,9,2015,luiza,10,10.0,f,bonobo,,3,9,control a,original,100.0,100.0,75.0,l,l,pellet
eckert2017great,1,5,9,2015,luiza,10,10.0,f,bonobo,,3,10,control a,original,100.0,100.0,75.0,l,r,pellet
eckert2017great,1,5,9,2015,luiza,10,10.0,f,bonobo,,3,11,control a,original,100.0,100.0,75.0,r,r,carrot
eckert2017great,1,5,9,2015,luiza,10,10.0,f,bonobo,,3,12,control a,original,100.0,100.0,75.0,r,l,pellet
eckert2017great,1,9,9,2015,gemena,9,9.0,f,bonobo,,1,1,control a,reverse,96.67,100.0,75.0,l,r,pellet
eckert2017great,1,9,9,2015,gemena,9,9.0,f,bonobo,,1,2,control a,reverse,96.67,100.0,75.0,r,r,pellet
eckert2017great,1,9,9,2015,gemena,9,9.0,f,bonobo,,1,3,control a,reverse,96.67,100.0,75.0,l,l,carrot
eckert2017great,1,9,9,2015,gemena,9,9.0,f,bonobo,,1,4,control a,reverse,96.67,100.0,75.0,r,l,carrot
eckert2017great,1,9,9,2015,fimi,7,7.0,f,bonobo,,1,1,control a,reverse,96.67,100.0,50.0,l,r,pellet
eckert2017great,1,9,9,2015,fimi,7,7.0,f,bonobo,,1,2,control a,reverse,96.67,100.0,50.0,r,r,pellet
eckert2017great,1,9,9,2015,fimi,7,7.0,f,bonobo,,1,3,control a,reverse,96.67,100.0,50.0,l,l,carrot
eckert2017great,1,9,9,2015,fimi,7,7.0,f,bonobo,,1,4,control a,reverse,96.67,100.0,50.0,r,l,carrot
eckert2017great,1,9,9,2015,kuno,18,18.0,m,bonobo,,1,1,control a,reverse,100.0,100.0,100.0,l,r,pellet
eckert2017great,1,9,9,2015,kuno,18,18.0,m,bonobo,,1,2,control a,reverse,100.0,100.0,100.0,r,r,carrot
eckert2017great,1,9,9,2015,kuno,18,18.0,m,bonobo,,1,3,control a,reverse,100.0,100.0,100.0,l,l,pellet
eckert2017great,1,9,9,2015,kuno,18,18.0,m,bonobo,,1,4,control a,reverse,100.0,100.0,100.0,r,l,pellet
eckert2017great,1,10,9,2015,gemena,9,9.0,f,bonobo,,2,5,control a,reverse,96.67,100.0,75.0,r,l,carrot
eckert2017great,1,10,9,2015,gemena,9,9.0,f,bonobo,,2,6,control a,reverse,96.67,100.0,75.0,l,r,pellet
eckert2017great,1,10,9,2015,gemena,9,9.0,f,bonobo,,2,7,control a,reverse,96.67,100.0,75.0,r,l,carrot
eckert2017great,1,10,9,2015,gemena,9,9.0,f,bonobo,,2,8,control a,reverse,96.67,100.0,75.0,l,r,pellet
eckert2017great,1,10,9,2015,fimi,7,7.0,f,bonobo,,2,5,control a,reverse,96.67,100.0,50.0,r,l,carrot
eckert2017great,1,10,9,2015,fimi,7,7.0,f,bonobo,,2,6,control a,reverse,96.67,100.0,50.0,l,r,pellet
eckert2017great,1,10,9,2015,fimi,7,7.0,f,bonobo,,2,7,control a,reverse,96.67,100.0,50.0,r,l,carrot
eckert2017great,1,10,9,2015,fimi,7,7.0,f,bonobo,,2,8,control a,reverse,96.67,100.0,50.0,l,r,pellet
eckert2017great,1,10,9,2015,kuno,18,18.0,m,bonobo,,2,5,control a,reverse,100.0,100.0,100.0,r,l,pellet
eckert2017great,1,10,9,2015,kuno,18,18.0,m,bonobo,,2,6,control a,reverse,100.0,100.0,100.0,l,r,pellet
eckert2017great,1,10,9,2015,kuno,18,18.0,m,bonobo,,2,7,control a,reverse,100.0,100.0,100.0,r,l,pellet
eckert2017great,1,10,9,2015,kuno,18,18.0,m,bonobo,,2,8,control a,reverse,100.0,100.0,100.0,l,r,pellet
eckert2017great,1,11,9,2015,gemena,9,9.0,f,bonobo,,3,9,control a,reverse,96.67,100.0,75.0,l,l,carrot
eckert2017great,1,11,9,2015,gemena,9,9.0,f,bonobo,,3,10,control a,reverse,96.67,100.0,75.0,l,r,pellet
eckert2017great,1,11,9,2015,gemena,9,9.0,f,bonobo,,3,11,control a,reverse,96.67,100.0,75.0,r,r,pellet
eckert2017great,1,11,9,2015,gemena,9,9.0,f,bonobo,,3,12,control a,reverse,96.67,100.0,75.0,r,l,carrot
eckert2017great,1,11,9,2015,fimi,7,7.0,f,bonobo,,3,9,control a,reverse,96.67,100.0,50.0,l,l,carrot
eckert2017great,1,11,9,2015,fimi,7,7.0,f,bonobo,,3,10,control a,reverse,96.67,100.0,50.0,l,r,pellet
eckert2017great,1,11,9,2015,fimi,7,7.0,f,bonobo,,3,11,control a,reverse,96.67,100.0,50.0,r,r,pellet
eckert2017great,1,11,9,2015,fimi,7,7.0,f,bonobo,,3,12,control a,reverse,96.67,100.0,50.0,r,l,carrot
eckert2017great,1,11,9,2015,kuno,18,18.0,m,bonobo,,3,9,control a,reverse,100.0,100.0,100.0,l,l,pellet
eckert2017great,1,11,9,2015,kuno,18,18.0,m,bonobo,,3,10,control a,reverse,100.0,100.0,100.0,r,l,pellet
eckert2017great,1,11,9,2015,kuno,18,18.0,m,bonobo,,3,11,control a,reverse,100.0,100.0,100.0,r,r,pellet
eckert2017great,1,11,9,2015,kuno,18,18.0,m,bonobo,,3,12,control a,reverse,100.0,100.0,100.0,l,r,pellet
eckert2017great,1,5,12,2014,viringika,19,19.0,f,gorilla,,1,1,control b,original,100.0,100.0,100.0,r,r,pellet
eckert2017great,1,5,12,2014,viringika,19,19.0,f,gorilla,,1,2,control b,original,100.0,100.0,100.0,r,l,pellet
eckert2017great,1,5,12,2014,viringika,19,19.0,f,gorilla,,1,3,control b,original,100.0,100.0,100.0,l,l,carrot
eckert2017great,1,5,12,2014,viringika,19,19.0,f,gorilla,,1,4,control b,original,100.0,100.0,100.0,l,r,pellet
eckert2017great,1,8,12,2014,viringika,19,19.0,f,gorilla,,2,5,control b,original,100.0,100.0,100.0,l,l,pellet
eckert2017great,1,8,12,2014,viringika,19,19.0,f,gorilla,,2,6,control b,original,100.0,100.0,100.0,r,l,pellet
eckert2017great,1,8,12,2014,viringika,19,19.0,f,gorilla,,2,7,control b,original,100.0,100.0,100.0,r,r,pellet
eckert2017great,1,8,12,2014,viringika,19,19.0,f,gorilla,,2,8,control b,original,100.0,100.0,100.0,l,r,pellet
eckert2017great,1,9,12,2014,viringika,19,19.0,f,gorilla,,3,9,control b,original,100.0,100.0,100.0,r,r,pellet
