study_id,year,month,day,participant,age_in_years,sex,species,session,trial,condition,left,center,right,choice,position_strictly_dominated_baseline
sanchez2019disentangling,2017,8,27,bangolo,8.0,m,chimpanzee,4,7,strictly_dominated_baseline,banana,grape,carrot,grape,first
sanchez2019disentangling,2017,8,27,bangolo,8.0,m,chimpanzee,4,8,strictly_dominated_baseline,carrot,banana,grape,grape,first
sanchez2019disentangling,2017,8,27,bangolo,8.0,m,chimpanzee,4,9,strictly_dominated_baseline,grape,carrot,banana,grape,first
sanchez2019disentangling,2017,8,27,bangolo,8.0,m,chimpanzee,4,10,strictly_dominated_baseline,banana,carrot,grape,grape,first
sanchez2019disentangling,2017,8,27,bangolo,8.0,m,chimpanzee,4,11,strictly_dominated_baseline,carrot,grape,banana,grape,first
sanchez2019disentangling,2017,8,27,bangolo,8.0,m,chimpanzee,4,12,strictly_dominated_baseline,banana,grape,carrot,grape,first
sanchez2019disentangling,2017,9,15,bangolo,8.0,m,chimpanzee,5,1,test_decoy_small_banana,grape,small_banana,banana,banana,first
sanchez2019disentangling,2017,9,15,bangolo,8.0,m,chimpanzee,5,2,test_decoy_small_grape,banana,grape,small_grape,grape,first
sanchez2019disentangling,2017,9,15,bangolo,8.0,m,chimpanzee,5,3,control_for_preference_banana,banana,grape,banana,grape,first
sanchez2019disentangling,2017,9,15,bangolo,8.0,m,chimpanzee,5,4,test_decoy_small_grape,small_grape,grape,banana,grape,first
sanchez2019disentangling,2017,9,15,bangolo,8.0,m,chimpanzee,5,5,test_decoy_small_grape,banana,small_grape,grape,grape,first
sanchez2019disentangling,2017,9,15,bangolo,8.0,m,chimpanzee,5,6,test_decoy_small_grape,small_grape,banana,grape,grape,first
sanchez2019disentangling,2017,9,15,bangolo,8.0,m,chimpanzee,5,7,control_for_preference_banana,banana,banana,grape,grape,first
sanchez2019disentangling,2017,9,15,bangolo,8.0,m,chimpanzee,5,8,control_for_preference_banana,grape,banana,banana,grape,first
sanchez2019disentangling,2017,9,15,bangolo,8.0,m,chimpanzee,5,9,test_decoy_small_banana,small_banana,banana,grape,grape,first
sanchez2019disentangling,2017,9,15,bangolo,8.0,m,chimpanzee,5,10,control_for_preference_banana,banana,banana,grape,grape,first
sanchez2019disentangling,2017,9,15,bangolo,8.0,m,chimpanzee,5,11,test_decoy_small_grape,grape,small_grape,banana,grape,first
sanchez2019disentangling,2017,9,15,bangolo,8.0,m,chimpanzee,5,12,test_decoy_small_banana,small_banana,grape,banana,grape,first
sanchez2019disentangling,2017,9,26,bangolo,8.0,m,chimpanzee,6,1,control_for_preference_banana,grape,banana,banana,grape,first
sanchez2019disentangling,2017,9,26,bangolo,8.0,m,chimpanzee,6,2,test_decoy_small_banana,banana,small_banana,grape,grape,first
sanchez2019disentangling,2017,9,26,bangolo,8.0,m,chimpanzee,6,3,test_decoy_small_grape,grape,banana,small_grape,grape,first
sanchez2019disentangling,2017,9,26,bangolo,8.0,m,chimpanzee,6,4,control_for_preference_banana,banana,grape,banana,grape,first
sanchez2019disentangling,2017,9,26,bangolo,8.0,m,chimpanzee,6,5,test_decoy_small_banana,banana,grape,small_banana,grape,first
sanchez2019disentangling,2017,9,26,bangolo,8.0,m,chimpanzee,6,6,test_decoy_small_banana,grape,banana,small_banana,grape,first
sanchez2019disentangling,2017,9,26,bangolo,8.0,m,chimpanzee,6,7,test_decoy_small_banana,grape,small_banana,banana,grape,first
sanchez2019disentangling,2017,9,26,bangolo,8.0,m,chimpanzee,6,8,test_decoy_small_grape,banana,grape,small_grape,grape,first
sanchez2019disentangling,2017,9,26,bangolo,8.0,m,chimpanzee,6,9,control_for_preference_banana,grape,banana,banana,banana,first
sanchez2019disentangling,2017,9,26,bangolo,8.0,m,chimpanzee,6,10,control_for_preference_banana,banana,grape,banana,grape,first
sanchez2019disentangling,2017,9,26,bangolo,8.0,m,chimpanzee,6,11,test_decoy_small_grape,banana,small_grape,grape,grape,first
sanchez2019disentangling,2017,9,26,bangolo,8.0,m,chimpanzee,6,12,test_decoy_small_banana,grape,banana,small_banana,grape,first
sanchez2019disentangling,2017,9,26,bangolo,8.0,m,chimpanzee,7,1,test_decoy_small_grape,grape,banana,small_grape,grape,first
sanchez2019disentangling,2017,9,26,bangolo,8.0,m,chimpanzee,7,2,control_for_preference_banana,banana,banana,grape,grape,first
sanchez2019disentangling,2017,9,26,bangolo,8.0,m,chimpanzee,7,3,control_for_preference_banana,banana,banana,grape,grape,first
sanchez2019disentangling,2017,9,26,bangolo,8.0,m,chimpanzee,7,4,test_decoy_small_banana,small_banana,grape,banana,grape,first
sanchez2019disentangling,2017,9,26,bangolo,8.0,m,chimpanzee,7,5,test_decoy_small_banana,banana,grape,small_banana,grape,first
sanchez2019disentangling,2017,9,26,bangolo,8.0,m,chimpanzee,7,6,test_decoy_small_banana,small_banana,banana,grape,grape,first
sanchez2019disentangling,2017,9,26,bangolo,8.0,m,chimpanzee,7,7,test_decoy_small_grape,small_grape,banana,grape,grape,first
sanchez2019disentangling,2017,9,26,bangolo,8.0,m,chimpanzee,7,8,control_for_preference_banana,banana,grape,banana,grape,first
sanchez2019disentangling,2017,9,26,bangolo,8.0,m,chimpanzee,7,9,test_decoy_small_banana,banana,small_banana,grape,grape,first
sanchez2019disentangling,2017,9,26,bangolo,8.0,m,chimpanzee,7,10,test_decoy_small_grape,small_grape,grape,banana,grape,first
sanchez2019disentangling,2017,9,26,bangolo,8.0,m,chimpanzee,7,11,test_decoy_small_grape,grape,small_grape,banana,grape,first
sanchez2019disentangling,2017,9,26,bangolo,8.0,m,chimpanzee,7,12,control_for_preference_banana,grape,banana,banana,grape,first
sanchez2019disentangling,2016,7,15,batak,6.0,m,orangutan,1,1,training_control_for_decoy_grape,grape,small_grape,empty,grape,first
sanchez2019disentangling,2016,7,15,batak,6.0,m,orangutan,1,2,training_baseline,grape,empty,banana,banana,first
sanchez2019disentangling,2016,7,15,batak,6.0,m,orangutan,1,3,training_control_for_decoy_grape,small_grape,empty,grape,grape,first
sanchez2019disentangling,2016,7,15,batak,6.0,m,orangutan,1,4,training_control_for_decoy_grape,grape,empty,small_grape,small_grape,first
sanchez2019disentangling,2016,7,15,batak,6.0,m,orangutan,1,5,training_control_for_decoy_banana,empty,small_banana,banana,small_banana,first
sanchez2019disentangling,2016,7,15,batak,6.0,m,orangutan,1,6,training_control_for_decoy_banana,banana,small_banana,empty,banana,first
sanchez2019disentangling,2016,7,15,batak,6.0,m,orangutan,1,7,training_control_for_decoy_grape,small_grape,grape,empty,grape,first
sanchez2019disentangling,2016,7,15,batak,6.0,m,orangutan,1,8,training_baseline,empty,grape,banana,banana,first
sanchez2019disentangling,2016,7,15,batak,6.0,m,orangutan,1,9,training_control_for_decoy_grape,empty,grape,small_grape,grape,first
sanchez2019disentangling,2016,7,15,batak,6.0,m,orangutan,1,10,training_baseline,empty,banana,grape,banana,first
sanchez2019disentangling,2016,7,15,batak,6.0,m,orangutan,1,11,training_baseline,grape,banana,empty,grape,first
sanchez2019disentangling,2016,7,15,batak,6.0,m,orangutan,1,12,training_control_for_decoy_banana,banana,empty,small_banana,small_banana,first
sanchez2019disentangling,2016,7,16,batak,6.0,m,orangutan,2,1,training_control_for_decoy_banana,small_banana,empty,banana,banana,first
sanchez2019disentangling,2016,7,16,batak,6.0,m,orangutan,2,2,training_control_for_decoy_banana,small_banana,banana,empty,banana,first
sanchez2019disentangling,2016,7,16,batak,6.0,m,orangutan,2,3,training_control_for_decoy_banana,empty,banana,small_banana,small_banana,first
sanchez2019disentangling,2016,7,16,batak,6.0,m,orangutan,2,4,training_baseline,banana,grape,empty,grape,first
sanchez2019disentangling,2016,7,16,batak,6.0,m,orangutan,2,5,training_baseline,banana,empty,grape,grape,first
sanchez2019disentangling,2016,7,16,batak,6.0,m,orangutan,2,6,training_control_for_decoy_grape,empty,small_grape,grape,small_grape,first
sanchez2019disentangling,2016,7,16,batak,6.0,m,orangutan,2,7,training_control_for_decoy_grape,empty,grape,small_grape,small_grape,first
sanchez2019disentangling,2016,7,16,batak,6.0,m,orangutan,2,8,training_control_for_decoy_grape,grape,small_grape,empty,small_grape,first
sanchez2019disentangling,2016,7,16,batak,6.0,m,orangutan,2,9,training_baseline,banana,empty,grape,grape,first
sanchez2019disentangling,2016,7,16,batak,6.0,m,orangutan,2,10,training_control_for_decoy_banana,empty,banana,small_banana,banana,first
sanchez2019disentangling,2016,7,16,batak,6.0,m,orangutan,2,11,training_control_for_decoy_banana,banana,empty,small_banana,banana,first
sanchez2019disentangling,2016,7,16,batak,6.0,m,orangutan,2,12,training_baseline,empty,grape,banana,grape,first
sanchez2019disentangling,2016,7,17,batak,6.0,m,orangutan,3,1,training_baseline,grape,empty,banana,banana,first
sanchez2019disentangling,2016,7,17,batak,6.0,m,orangutan,3,2,training_control_for_decoy_banana,empty,small_banana,banana,small_banana,first
sanchez2019disentangling,2016,7,17,batak,6.0,m,orangutan,3,3,training_baseline,banana,grape,empty,grape,first
sanchez2019disentangling,2016,7,17,batak,6.0,m,orangutan,3,4,training_control_for_decoy_grape,grape,empty,small_grape,small_grape,first
sanchez2019disentangling,2016,7,17,batak,6.0,m,orangutan,3,5,training_control_for_decoy_banana,banana,small_banana,empty,banana,first
sanchez2019disentangling,2016,7,17,batak,6.0,m,orangutan,3,6,training_control_for_decoy_grape,small_grape,empty,grape,grape,first
sanchez2019disentangling,2016,7,17,batak,6.0,m,orangutan,3,7,training_baseline,empty,banana,grape,banana,first
sanchez2019disentangling,2016,7,17,batak,6.0,m,orangutan,3,8,training_baseline,grape,banana,empty,banana,first
sanchez2019disentangling,2016,7,17,batak,6.0,m,orangutan,3,9,training_control_for_decoy_grape,empty,small_grape,grape,grape,first
sanchez2019disentangling,2016,7,17,batak,6.0,m,orangutan,3,10,training_control_for_decoy_banana,small_banana,empty,banana,banana,first
sanchez2019disentangling,2016,7,17,batak,6.0,m,orangutan,3,11,training_control_for_decoy_grape,small_grape,grape,empty,grape,first
sanchez2019disentangling,2016,7,17,batak,6.0,m,orangutan,3,12,training_control_for_decoy_banana,small_banana,banana,empty,banana,first
sanchez2019disentangling,2016,10,22,batak,6.0,m,orangutan,4,1,strictly_dominated_baseline,banana,grape,carrot,grape,first
sanchez2019disentangling,2016,10,22,batak,6.0,m,orangutan,4,2,strictly_dominated_baseline,grape,banana,carrot,banana,first
sanchez2019disentangling,2016,10,22,batak,6.0,m,orangutan,4,3,strictly_dominated_baseline,carrot,banana,grape,grape,first
sanchez2019disentangling,2016,10,22,batak,6.0,m,orangutan,4,4,strictly_dominated_baseline,carrot,grape,banana,grape,first
sanchez2019disentangling,2016,10,22,batak,6.0,m,orangutan,4,5,strictly_dominated_baseline,banana,carrot,grape,grape,first
sanchez2019disentangling,2016,10,22,batak,6.0,m,orangutan,4,6,strictly_dominated_baseline,carrot,grape,banana,carrot,first
sanchez2019disentangling,2016,10,22,batak,6.0,m,orangutan,4,7,strictly_dominated_baseline,grape,carrot,banana,grape,first
sanchez2019disentangling,2016,10,22,batak,6.0,m,orangutan,4,8,strictly_dominated_baseline,banana,carrot,grape,grape,first
sanchez2019disentangling,2016,10,22,batak,6.0,m,orangutan,4,9,strictly_dominated_baseline,carrot,banana,grape,grape,first
sanchez2019disentangling,2016,10,22,batak,6.0,m,orangutan,4,10,strictly_dominated_baseline,grape,banana,carrot,banana,first
sanchez2019disentangling,2016,10,22,batak,6.0,m,orangutan,4,11,strictly_dominated_baseline,banana,grape,carrot,grape,first
sanchez2019disentangling,2016,10,22,batak,6.0,m,orangutan,4,12,strictly_dominated_baseline,grape,carrot,banana,banana,first
sanchez2019disentangling,2016,10,27,batak,6.0,m,orangutan,5,1,control_for_preference_grape,banana,grape,grape,grape,first
sanchez2019disentangling,2016,10,27,batak,6.0,m,orangutan,5,2,test_decoy_small_grape,small_grape,banana,grape,grape,first
sanchez2019disentangling,2016,10,27,batak,6.0,m,orangutan,5,3,control_for_preference_grape,grape,banana,grape,grape,first
sanchez2019disentangling,2016,10,27,batak,6.0,m,orangutan,5,4,control_for_preference_grape,grape,grape,banana,banana,first
sanchez2019disentangling,2016,10,27,batak,6.0,m,orangutan,5,5,test_decoy_small_banana,grape,banana,small_banana,banana,first
sanchez2019disentangling,2016,10,27,batak,6.0,m,orangutan,5,6,test_decoy_small_banana,banana,grape,small_banana,grape,first
sanchez2019disentangling,2016,10,27,batak,6.0,m,orangutan,5,7,control_for_preference_grape,banana,grape,grape,grape,first
sanchez2019disentangling,2016,10,27,batak,6.0,m,orangutan,5,8,test_decoy_small_grape,grape,small_grape,banana,small_grape,first
sanchez2019disentangling,2016,10,27,batak,6.0,m,orangutan,5,9,control_for_preference_grape,grape,grape,banana,grape,first
sanchez2019disentangling,2016,10,27,batak,6.0,m,orangutan,5,10,test_decoy_small_grape,grape,banana,small_grape,banana,first
sanchez2019disentangling,2016,10,27,batak,6.0,m,orangutan,5,11,test_decoy_small_grape,banana,small_grape,grape,small_grape,first
sanchez2019disentangling,2016,10,27,batak,6.0,m,orangutan,5,12,test_decoy_small_banana,small_banana,banana,grape,banana,first
sanchez2019disentangling,2016,10,28,batak,7.0,m,orangutan,6,1,test_decoy_small_banana,small_banana,grape,banana,grape,first
sanchez2019disentangling,2016,10,28,batak,7.0,m,orangutan,6,2,test_decoy_small_banana,banana,small_banana,grape,grape,first
sanchez2019disentangling,2016,10,28,batak,7.0,m,orangutan,6,3,test_decoy_small_banana,grape,small_banana,banana,banana,first
sanchez2019disentangling,2016,10,28,batak,7.0,m,orangutan,6,4,test_decoy_small_grape,banana,grape,small_grape,grape,first
sanchez2019disentangling,2016,10,28,batak,7.0,m,orangutan,6,5,test_decoy_small_grape,small_grape,grape,banana,grape,first
sanchez2019disentangling,2016,10,28,batak,7.0,m,orangutan,6,6,control_for_preference_grape,grape,banana,grape,grape,first
sanchez2019disentangling,2016,10,28,batak,7.0,m,orangutan,6,7,control_for_preference_grape,grape,grape,banana,grape,first
sanchez2019disentangling,2016,10,28,batak,7.0,m,orangutan,6,8,control_for_preference_grape,banana,grape,grape,grape,first
sanchez2019disentangling,2016,10,28,batak,7.0,m,orangutan,6,9,test_decoy_small_grape,small_grape,grape,banana,grape,first
sanchez2019disentangling,2016,10,28,batak,7.0,m,orangutan,6,10,test_decoy_small_banana,grape,banana,small_banana,grape,first
sanchez2019disentangling,2016,10,28,batak,7.0,m,orangutan,6,11,test_decoy_small_banana,small_banana,banana,grape,banana,first
sanchez2019disentangling,2016,10,28,batak,7.0,m,orangutan,6,12,test_decoy_small_grape,grape,small_grape,banana,small_grape,first
sanchez2019disentangling,2016,11,2,batak,7.0,m,orangutan,7,1,test_decoy_small_grape,small_grape,banana,grape,grape,first
sanchez2019disentangling,2016,11,2,batak,7.0,m,orangutan,7,2,test_decoy_small_banana,grape,small_banana,banana,small_banana,first
sanchez2019disentangling,2016,11,2,batak,7.0,m,orangutan,7,3,test_decoy_small_grape,banana,grape,small_grape,banana,first
sanchez2019disentangling,2016,11,2,batak,7.0,m,orangutan,7,4,control_for_preference_grape,grape,grape,banana,grape,first
sanchez2019disentangling,2016,11,2,batak,7.0,m,orangutan,7,5,test_decoy_small_banana,banana,grape,small_banana,grape,first
sanchez2019disentangling,2016,11,2,batak,7.0,m,orangutan,7,6,control_for_preference_grape,grape,banana,grape,grape,first
sanchez2019disentangling,2016,11,2,batak,7.0,m,orangutan,7,7,test_decoy_small_grape,grape,banana,small_grape,banana,first
sanchez2019disentangling,2016,11,2,batak,7.0,m,orangutan,7,8,test_decoy_small_grape,banana,small_grape,grape,small_grape,first
sanchez2019disentangling,2016,11,2,batak,7.0,m,orangutan,7,9,control_for_preference_grape,grape,banana,grape,grape,first
sanchez2019disentangling,2016,11,2,batak,7.0,m,orangutan,7,10,test_decoy_small_banana,small_banana,grape,banana,grape,first
sanchez2019disentangling,2016,11,2,batak,7.0,m,orangutan,7,11,control_for_preference_grape,banana,grape,grape,grape,first
sanchez2019disentangling,2016,11,2,batak,7.0,m,orangutan,7,12,test_decoy_small_banana,banana,small_banana,grape,banana,first
sanchez2019disentangling,2016,7,15,bimbo,35.0,m,orangutan,1,1,training_control_for_decoy_banana,empty,small_banana,banana,banana,first
sanchez2019disentangling,2016,7,15,bimbo,35.0,m,orangutan,1,2,training_baseline,banana,grape,empty,grape,first
sanchez2019disentangling,2016,7,15,bimbo,35.0,m,orangutan,1,3,training_control_for_decoy_grape,small_grape,empty,grape,grape,first
sanchez2019disentangling,2016,7,15,bimbo,35.0,m,orangutan,1,4,training_baseline,banana,empty,grape,grape,first
sanchez2019disentangling,2016,7,15,bimbo,35.0,m,orangutan,1,5,training_baseline,grape,banana,empty,banana,first
sanchez2019disentangling,2016,7,15,bimbo,35.0,m,orangutan,1,6,training_baseline,grape,empty,banana,banana,first
sanchez2019disentangling,2016,7,15,bimbo,35.0,m,orangutan,1,7,training_control_for_decoy_grape,small_grape,grape,empty,grape,first
sanchez2019disentangling,2016,7,15,bimbo,35.0,m,orangutan,1,8,training_control_for_decoy_grape,grape,empty,small_grape,small_grape,first
sanchez2019disentangling,2016,7,15,bimbo,35.0,m,orangutan,1,9,training_control_for_decoy_banana,banana,empty,small_banana,small_banana,first
sanchez2019disentangling,2016,7,15,bimbo,35.0,m,orangutan,1,10,training_control_for_decoy_grape,grape,small_grape,empty,grape,first
sanchez2019disentangling,2016,7,15,bimbo,35.0,m,orangutan,1,11,training_baseline,empty,grape,banana,banana,first
sanchez2019disentangling,2016,7,15,bimbo,35.0,m,orangutan,1,12,training_control_for_decoy_banana,small_banana,empty,banana,banana,first
sanchez2019disentangling,2016,7,17,bimbo,35.0,m,orangutan,2,1,training_control_for_decoy_grape,empty,grape,small_grape,small_grape,first
sanchez2019disentangling,2016,7,17,bimbo,35.0,m,orangutan,2,2,training_control_for_decoy_banana,small_banana,banana,empty,banana,first
sanchez2019disentangling,2016,7,17,bimbo,35.0,m,orangutan,2,3,training_baseline,empty,banana,grape,banana,first
sanchez2019disentangling,2016,7,17,bimbo,35.0,m,orangutan,2,4,training_control_for_decoy_grape,empty,small_grape,grape,grape,first
sanchez2019disentangling,2016,7,17,bimbo,35.0,m,orangutan,2,5,training_control_for_decoy_banana,banana,small_banana,empty,small_banana,first
sanchez2019disentangling,2016,7,17,bimbo,35.0,m,orangutan,2,6,training_control_for_decoy_banana,empty,banana,small_banana,banana,first
sanchez2019disentangling,2016,7,17,bimbo,35.0,m,orangutan,2,7,training_control_for_decoy_banana,empty,small_banana,banana,banana,first
sanchez2019disentangling,2016,7,17,bimbo,35.0,m,orangutan,2,8,training_baseline,banana,grape,empty,grape,first
sanchez2019disentangling,2016,7,17,bimbo,35.0,m,orangutan,2,9,training_control_for_decoy_grape,grape,empty,small_grape,grape,first
sanchez2019disentangling,2016,7,17,bimbo,35.0,m,orangutan,2,10,training_control_for_decoy_grape,small_grape,empty,grape,grape,first
sanchez2019disentangling,2016,7,17,bimbo,35.0,m,orangutan,2,11,training_baseline,grape,banana,empty,grape,first
sanchez2019disentangling,2016,7,17,bimbo,35.0,m,orangutan,2,12,training_control_for_decoy_banana,empty,banana,small_banana,banana,first
sanchez2019disentangling,2016,7,19,bimbo,35.0,m,orangutan,3,1,training_baseline,empty,banana,grape,grape,first
