study_id,experiment,experiment_name,participant,age_original,age_in_years,sex,species,species_subgroup,session,trial,all_trials,condition,pref,pref_side,decision,side
rakoczy2014apes,4,statistical_inference_control_one,ulla,405.0,33.0,f,chimpanzee,a,1,1,8.0,pretest,banana,right,,
rakoczy2014apes,4,statistical_inference_control_one,ulla,405.0,33.0,f,chimpanzee,a,1,2,8.0,pretest,banana,right,,
rakoczy2014apes,4,statistical_inference_control_one,ulla,405.0,33.0,f,chimpanzee,a,1,3,8.0,pretest,banana,left,,
rakoczy2014apes,4,statistical_inference_control_one,ulla,405.0,33.0,f,chimpanzee,a,1,4,8.0,pretest,banana,left,,
rakoczy2014apes,4,statistical_inference_control_one,ulla,405.0,33.0,f,chimpanzee,a,1,1,8.0,test,,,wrong,right
rakoczy2014apes,4,statistical_inference_control_one,ulla,405.0,33.0,f,chimpanzee,a,1,2,8.0,test,,,wrong,right
rakoczy2014apes,4,statistical_inference_control_one,ulla,405.0,33.0,f,chimpanzee,a,1,3,8.0,test,,,wrong,left
rakoczy2014apes,4,statistical_inference_control_one,ulla,405.0,33.0,f,chimpanzee,a,1,4,8.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,ulla,405.0,33.0,f,chimpanzee,a,1,5,8.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,ulla,405.0,33.0,f,chimpanzee,a,1,6,8.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,ulla,405.0,33.0,f,chimpanzee,a,2,7,8.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,ulla,405.0,33.0,f,chimpanzee,a,2,8,8.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,ulla,405.0,33.0,f,chimpanzee,a,2,9,8.0,test,,,wrong,left
rakoczy2014apes,4,statistical_inference_control_one,ulla,405.0,33.0,f,chimpanzee,a,2,10,8.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,ulla,405.0,33.0,f,chimpanzee,a,2,11,8.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,ulla,405.0,33.0,f,chimpanzee,a,2,12,8.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,viringika,192.0,16.0,f,gorilla,,1,1,6.0,pretest,banana,right,,
rakoczy2014apes,4,statistical_inference_control_one,viringika,192.0,16.0,f,gorilla,,1,2,6.0,pretest,banana,right,,
rakoczy2014apes,4,statistical_inference_control_one,viringika,192.0,16.0,f,gorilla,,1,3,6.0,pretest,banana,left,,
rakoczy2014apes,4,statistical_inference_control_one,viringika,192.0,16.0,f,gorilla,,1,4,6.0,pretest,banana,left,,
rakoczy2014apes,4,statistical_inference_control_one,viringika,192.0,16.0,f,gorilla,,1,1,6.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,viringika,192.0,16.0,f,gorilla,,1,2,6.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,viringika,192.0,16.0,f,gorilla,,1,3,6.0,test,,,wrong,right
rakoczy2014apes,4,statistical_inference_control_one,viringika,192.0,16.0,f,gorilla,,1,4,6.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,viringika,192.0,16.0,f,gorilla,,1,5,6.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,viringika,192.0,16.0,f,gorilla,,1,6,6.0,test,,,wrong,right
rakoczy2014apes,4,statistical_inference_control_one,viringika,192.0,16.0,f,gorilla,,2,7,6.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,viringika,192.0,16.0,f,gorilla,,2,8,6.0,test,,,wrong,right
rakoczy2014apes,4,statistical_inference_control_one,viringika,192.0,16.0,f,gorilla,,2,9,6.0,test,,,wrong,right
rakoczy2014apes,4,statistical_inference_control_one,viringika,192.0,16.0,f,gorilla,,2,10,6.0,test,,,wrong,left
rakoczy2014apes,4,statistical_inference_control_one,viringika,192.0,16.0,f,gorilla,,2,11,6.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,viringika,192.0,16.0,f,gorilla,,2,12,6.0,test,,,wrong,left
rakoczy2014apes,4,statistical_inference_control_one,yasa,163.0,13.0,f,bonobo,,1,1,12.0,pretest,banana,right,,
rakoczy2014apes,4,statistical_inference_control_one,yasa,163.0,13.0,f,bonobo,,1,2,12.0,pretest,banana,right,,
rakoczy2014apes,4,statistical_inference_control_one,yasa,163.0,13.0,f,bonobo,,1,3,12.0,pretest,banana,left,,
rakoczy2014apes,4,statistical_inference_control_one,yasa,163.0,13.0,f,bonobo,,1,4,12.0,pretest,banana,left,,
rakoczy2014apes,4,statistical_inference_control_one,yasa,163.0,13.0,f,bonobo,,1,1,12.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,yasa,163.0,13.0,f,bonobo,,1,2,12.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,yasa,163.0,13.0,f,bonobo,,1,3,12.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,yasa,163.0,13.0,f,bonobo,,1,4,12.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,yasa,163.0,13.0,f,bonobo,,1,5,12.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,yasa,163.0,13.0,f,bonobo,,1,6,12.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,yasa,163.0,13.0,f,bonobo,,2,7,12.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,yasa,163.0,13.0,f,bonobo,,2,8,12.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,yasa,163.0,13.0,f,bonobo,,2,9,12.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,yasa,163.0,13.0,f,bonobo,,2,10,12.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,yasa,163.0,13.0,f,bonobo,,2,11,12.0,test,,,correct,right
rakoczy2014apes,4,statistical_inference_control_one,yasa,163.0,13.0,f,bonobo,,2,12,12.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,zola,35.0,2.0,f,gorilla,,1,1,6.0,pretest,banana,left,,
rakoczy2014apes,4,statistical_inference_control_one,zola,35.0,2.0,f,gorilla,,1,2,6.0,pretest,banana,right,,
rakoczy2014apes,4,statistical_inference_control_one,zola,35.0,2.0,f,gorilla,,1,3,6.0,pretest,banana,left,,
rakoczy2014apes,4,statistical_inference_control_one,zola,35.0,2.0,f,gorilla,,1,4,6.0,pretest,banana,right,,
rakoczy2014apes,4,statistical_inference_control_one,zola,35.0,2.0,f,gorilla,,1,1,6.0,test,,,wrong,left
rakoczy2014apes,4,statistical_inference_control_one,zola,35.0,2.0,f,gorilla,,1,2,6.0,test,,,wrong,left
rakoczy2014apes,4,statistical_inference_control_one,zola,35.0,2.0,f,gorilla,,1,3,6.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,zola,35.0,2.0,f,gorilla,,1,4,6.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,zola,35.0,2.0,f,gorilla,,1,5,6.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,zola,35.0,2.0,f,gorilla,,1,6,6.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,zola,35.0,2.0,f,gorilla,,2,7,6.0,test,,,wrong,left
rakoczy2014apes,4,statistical_inference_control_one,zola,35.0,2.0,f,gorilla,,2,8,6.0,test,,,wrong,left
rakoczy2014apes,4,statistical_inference_control_one,zola,35.0,2.0,f,gorilla,,2,9,6.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,zola,35.0,2.0,f,gorilla,,2,10,6.0,test,,,correct,left
rakoczy2014apes,4,statistical_inference_control_one,zola,35.0,2.0,f,gorilla,,2,11,6.0,test,,,wrong,left
rakoczy2014apes,4,statistical_inference_control_one,zola,35.0,2.0,f,gorilla,,2,12,6.0,test,,,wrong,left
